1.4547,-0.1669,-1.2957,-2.0111,-2.4722,-2.7266,-2.7742,-2.7266,-2.6471,-2.4881,-2.2337,-1.8203,-1.2162,-0.5485,0.0715,0.93,1.6614,1.9952,2.2019,2.2019,1.9157,1.3434,0.8983,0.2782,-0.1033,-0.4372,-0.5008,-0.5008,-0.3736,-0.2941,-0.0715,0.1987,0.5326,0.9141,1.4865,1.9475,2.0588,1.8839
0.0556,-0.2782,-0.8029,-0.8665,-1.1049,-1.2957,-1.3434,-1.4229,-1.4706,-1.5024,-1.5501,-1.566,-1.5819,-1.5819,-1.5978,-1.6614,-1.6773,-1.725,-1.9634,-2.345,-2.5358,-2.7583,-2.9968,-3.1399,-3.3148,-3.3625,-3.3625,-3.2035,-3.0127,-2.6471,-2.2973,-2.027,-1.8521,-1.7409,-1.7409,-1.7409,-1.7568,-1.5978,-1.4229,-1.089,-0.5008,-0.1669,-0.0079,0.0715,0.0715,0.0715,0.1192,0.2464,0.4372,0.6439,0.9459,1.3593,1.7727,2.0111,1.7727,1.3752,0.787,0.5167,0.2464,0.1669,0.1192,0.1351,0.151,0.1351,0.0715,0.0715
4.0143,3.9348,3.5056,3.0445,2.5835,2.0588,1.5501,1.1844,0.8506,0.3736,-0.2941,-0.8824,-1.4229,-1.9793,-2.345,-2.7742,-3.3148,-3.6963,-4.062,-4.5231,-4.7297,-4.4277,-4.2528,-3.5692,-2.663,-1.8839,-1.3434,-0.8188,-0.2146,0.5008,0.9777,1.4547,2.1224,2.7424,3.1558,3.6328,4.062,4.3005,4.4118,4.3323,4.2528
0.0238,-0.2305,-0.5326,-0.8824,-1.089,-1.2162,-1.2162,-1.2639,-1.2639,-1.2957,-1.5024,-1.7409,-2.2655,-2.6312,-2.663,-2.4563,-2.1065,-1.725,-1.2639,-0.8347,-0.2623,0.1987,0.6598,1.1685,1.4388,1.5342,1.407,1.1526,0.7552,0.5167,0.3418,0.2623,0.2782,0.2305,0.2146,0.1828
