Simon #3 cutout,Simon #6 cutout,Simon #14 cutout,Simon #16 cutout,Simon #18 cutout,Simon #19 cutout,Simon #20 cutout,Simon #22 cutout,Simon #32 cutout,Simon #33 cutout,Simon #34 cutout,Simon #38 cutout,Simon #41 cutout,Simon #43 cutout,Simon #57 cutout,Simon #58 cutout,Simon #70 cutout,Simon #73 cutout,Simon #82 cutout,Simon #83 cutout,Simon #104 cutout,Simon #106 cutout,Simon #109 cutout,Simon #112 cutout
,,,,,,0.49,,,,,-2.29,,,0.32,3.92,,,-1.05,,,,-3.53,
,,,,,,0.49,,,,,-2.31,,,0.39,3.92,,,-1,,,,-3.53,
,,,,,,0.52,,,,,-2.33,,,0.45,3.95,,,-0.94,,,,-3.53,
,,,,,,0.54,,,,,-2.34,,,0.47,3.95,,,-0.89,,,,-3.53,
,,,,,,0.57,,,,,-2.36,,,0.61,3.98,,,-0.84,,,,-3.53,
,,,,,,0.59,,,,,-2.37,,,0.74,3.98,,,-0.8,,,,-3.55,
,,,,,,0.61,,,,,-2.39,,,0.82,4.01,,,-0.78,,,,-3.55,
,,,,,,0.64,,,,,-2.4,,,0.84,4.01,,,-0.72,,,,-3.55,
,,,,,,0.66,,,,,-2.42,,,0.96,4.04,,,-0.67,,,,-3.57,
,,,,,,0.68,,,,,-2.45,,,1.05,4.04,,,-0.64,,,,-3.57,
,,,,,,0.72,,,,,-2.46,,,1.06,4.07,,,-0.61,,,,-3.6,
,,,,,,0.72,,,,,-2.49,,,1.12,4.07,,,-0.57,,,,-3.6,
,,,,,,0.74,,,,,-2.49,,,1.14,4.07,,,-0.52,,,,-3.77,
,,,,,,0.74,,,,,-2.52,,,1.16,4.07,,,-0.51,,,,-3.74,
,,,,,,0.76,,,,,-2.53,,,1.18,4.04,,,-0.45,,,,-3.09,
,,,,,,0.78,,,,,-2.53,,,1.21,3.98,,,-0.44,,,,-2.11,
,,,,,,0.81,,,,,-2.53,,,1.24,3.95,,,-0.38,,,,-1.74,
,,,,,,0.83,,,,,-2.55,,,1.26,3.92,,,-0.33,,,,-1.35,
,,,,,,0.85,,,,,-2.57,,,1.27,3.85,,,-0.29,,,,-0.58,
,,,,,,0.85,,,,,-2.58,,,1.33,3.82,,,-0.23,,,,-0.58,
,,,,,,0.88,,,,,-2.6,,,1.33,3.73,,,-0.17,,,,,
,,,,,,0.91,,,,,-2.61,,,1.37,3.69,,,-0.11,,,,,
,,,,,,0.93,,,,,-2.64,,,1.4,3.64,,,-0.07,,,,,
,,,,,,0.96,,,,,-2.66,,,1.41,3.55,,,-0.03,,,,,
,,,,,,0.98,,,,,-2.66,,,1.48,3.52,,,0.04,,,,,
,,,,,,1,,,,,-2.66,,,1.51,3.48,,,0.09,,,,,
,,,,,,1,,,,,-2.66,,,1.52,3.42,,,0.13,,,,,
,,,,,,1.03,,,,,-2.66,,,1.54,3.36,,,0.14,,,,,
,,,,,,1.05,,,,,-2.67,,,1.54,3.26,,,0.17,,,,,
,,,,,,1.05,,,,,-2.67,,,1.57,3.21,,,0.22,,,,,
,,,,,,1.07,,,,,-2.67,,,1.62,3.08,,,0.25,,,,,
,,,,,,1.13,,,,,-2.67,,,1.63,2.99,,,0.28,,,,,
,,,,,,1.13,,,,,-2.67,,,1.68,2.99,,,0.33,,,,,
,,,,,,1.15,,,,,-2.67,,,1.71,,,,0.33,,,,,
,,,,,,1.15,,,,,-2.67,,,1.73,,,,0.38,,,,,
,,,,,,1.2,,,,,-2.67,,,1.73,,,,0.41,,,,,
,,,,,,1.22,,,,,-2.67,,,1.77,,,,0.45,,,,,
,,,,,,1.22,,,,,-2.67,,,1.81,,,,0.51,,,,,
,,,,,,1.22,,,,,-2.67,,,1.82,,,,0.55,,,,,
,,,,,,1.25,,,,,-2.67,,,1.86,,,,0.58,,,,,
,,,,,,1.27,,,,,-2.69,,,1.87,,,,0.64,,,,,
,,,,,,1.29,,,,,-2.69,,,1.87,,,,0.66,,,,,
,,,,,,1.29,,,,,-2.69,,,1.89,,,,0.67,,,,,
,,,,,,1.33,,,,,-2.69,,,1.89,,,,0.72,,,,,
,,,,,,1.33,,,,,-2.69,,,1.91,,,,0.77,,,,,
,,,,,,1.35,,,,,-2.69,,,1.93,,,,0.78,,,,,
,,,,,,1.35,,,,,-2.69,,,1.95,,,,0.81,,,,,
,,,,,,1.37,,,,,-2.69,,,1.96,,,,0.87,,,,,
,,,,,,1.37,,,,,-2.69,,,1.98,,,,0.89,,,,,
,,,,,,1.4,,,,,-2.67,,,1.99,,,,0.93,,,,,
,,,,,,1.4,,,,,-2.67,,,2.01,,,,0.94,,,,,
,,,,,,1.42,,,,,-2.67,,,2.01,,,,0.97,,,,,
,,,,,,1.42,,,,,-2.67,,,2.03,,,,1.03,,,,,
,,,,,,1.44,,,,,-2.67,,,2.03,,,,1.08,,,,,
,,,,,,1.47,,,,,-2.67,,,2.04,,,,1.13,,,,,
,,,,,,1.47,,,,,-2.67,,,2.06,,,,1.15,,,,,
,,,,,,1.49,,,,,-2.66,,,2.08,,,,1.19,,,,,
,,,,,,1.49,,,,,-2.66,,,2.08,,,,1.24,,,,,
,,,,,,1.49,,,,,-2.66,,,2.08,,,,1.27,,,,,
,,,,,,1.52,,,,,-2.64,,,2.08,,,,1.32,,,,,
,,,,,,1.52,,,,,-2.63,,,2.12,,,,1.36,,,,,
,,,,,,1.55,,,,,-2.63,,,2.12,,,,1.38,,,,,
,,,,,,1.57,,,,,-2.63,,,2.12,,,,1.42,,,,,
,,,,,,1.57,,,,,-2.61,,,2.13,,,,1.42,,,,,
,,,,,,1.57,,,,,-2.61,,,2.13,,,,1.47,,,,,
,,,,,,1.59,,,,,-2.61,,,2.13,,,,1.55,,,,,
,,,,,,1.62,,,,,-2.61,,,2.13,,,,1.57,,,,,
,,,,,,1.64,,,,,-2.61,,,2.13,,,,1.61,,,,,
,,,,,,1.64,,,,,-2.61,,,2.13,,,,1.63,,,,,
,,,,,,1.66,,,,,-2.6,,,2.13,,,,1.67,,,,,
,,,,,,1.66,,,,,-2.6,,,2.13,,,,1.71,,,,,
,,,,,,1.69,,,,,-2.58,,,2.13,,,,1.76,,,,,
,,,,,,1.72,,,,,-2.57,,,2.13,,,,1.8,,,,,
,,,,,,1.74,,,,,-2.57,,,2.13,,,,1.82,,,,,
,,,,,,1.74,,,,,-2.55,,,2.13,,,,1.85,,,,,
,,,,,,1.77,,,,,-2.52,,,2.13,,,,1.86,,,,,
,,,,,,1.77,,,,,-2.49,,,2.13,,,,1.89,,,,,
,,,,,,1.79,,,,,-2.48,,,2.13,,,,1.89,,,,,
,,,,,,1.81,,,,,-2.48,,,2.12,,,,1.93,,,,,
,,,,,,1.81,,,,,-2.46,,,2.08,,,,1.95,,,,,
,,,,,,1.84,,,,,-2.46,,,2.06,,,,1.98,,,,,
,,,,,,1.84,,,,,-2.45,,,2.06,,,,2.01,,,,,
,,,,,,1.86,,,,,-2.45,,,2.04,,,,2.06,,,,,
,,,,,,1.86,,,,,-2.45,,,2.04,,,,2.08,,,,,
,,,,,,1.88,,,,,-2.43,,,2.03,,,,2.18,,,,,
,,,,,,1.88,,,,,-2.43,,,2.01,,,,2.18,,,,,
,,,,,,1.92,,,,,-2.43,,,1.99,,,,2.24,,,,,
,,,,,,1.92,,,,,-2.4,,,1.99,,,,2.24,,,,,
,,,,,,1.94,,,,,-2.4,,,1.98,,,,2.31,,,,,
,,,,,,1.94,,,,,-2.4,,,1.95,,,,2.35,,,,,
,,,,,,1.94,,,,,-2.4,,,1.95,,,,2.41,,,,,
,,,,,,1.96,,,,,-2.4,,,1.89,,,,2.44,,,,,
,,,,,,1.96,,,,,-2.39,,,1.87,,,,2.46,,,,,
,,,,,,1.99,,,,,-2.37,,,1.82,,,,2.47,,,,,
,,,,,,1.99,,,,,-2.37,,,1.77,,,,2.53,,,,,
,,,,,,2.01,,,,,-2.34,,,1.74,,,,2.54,,,,,
,,,,,,2.01,,,,,-2.33,,,1.73,,,,2.57,,,,,
,,,,,,2.01,,,,,-2.33,,,1.68,,,,2.59,,,,,
,,,,,,2.03,,,,,-2.29,,,1.65,,,,2.6,,,,,
,,,,,,2.03,,,,,-2.29,,,1.63,,,,2.65,,,,,
,,,,,,2.03,,,,,-2.27,,,1.62,,,,2.69,,,,,
,,,,,,2.06,,,,,-2.26,,,1.62,,,,2.73,,,,,
,,,,,,2.08,,,,,-2.24,,,1.59,,,,2.76,,,,,
,,,,,,2.08,,,,,-2.23,,,1.58,,,,2.8,,,,,
,,,,,,2.08,,,,,-2.23,,,1.58,,,,2.83,,,,,
,,,,,,2.08,,,,,-2.21,,,1.54,,,,2.86,,,,,
,,,,,,2.11,,,,,-2.2,,,1.53,,,,2.88,,,,,
,,,,,,2.11,,,,,-2.2,,,1.51,,,,2.88,,,,,
,,,,,,2.14,,,,,-2.18,,,1.47,,,,2.92,,,,,
,,,,,,2.16,,,,,-2.17,,,1.42,,,,2.93,,,,,
,,,,,,2.16,,,,,-2.17,,,1.38,,,,2.95,,,,,
,,,,,,2.16,,,,,-2.17,,,1.35,,,,2.96,,,,,
,,,,,,2.18,,,,,-2.17,,,1.32,,,,2.96,,,,,
,,,,,,,,,,,-2.17,,,1.27,,,,2.98,,,,,
,,,,,,,,,,,-2.17,,,1.29,,,,3.01,,,,,
,,,,,,,,,,,-2.17,,,1.06,,,,3.01,,,,,
,,,,,,,,,,,-2.17,,,1.05,,,,3.02,,,,,
,,,,,,,,,,,-2.15,,,1.05,,,,3.02,,,,,
,,,,,,,,,,,-2.15,,,1.03,,,,3.02,,,,,
,,,,,,,,,,,-2.15,,,0.93,,,,3.05,,,,,
,,,,,,,,,,,-2.15,,,0.91,,,,3.07,,,,,
,,,,,,,,,,,-2.14,,,0.8,,,,3.11,,,,,
,,,,,,,,,,,-2.12,,,0.74,,,,3.11,,,,,
,,,,,,,,,,,-2.12,,,0.72,,,,3.12,,,,,
,,,,,,,,,,,-2.11,,,0.69,,,,3.14,,,,,
,,,,,,,,,,,-2.11,,,0.63,,,,3.15,,,,,
,,,,,,,,,,,-2.11,,,0.61,,,,3.17,,,,,
,,,,,,,,,,,-2.11,,,0.51,,,,3.2,,,,,
,,,,,,,,,,,-2.11,,,0.49,,,,3.21,,,,,
,,,,,,,,,,,-2.11,,,0.37,,,,3.21,,,,,
,,,,,,,,,,,-2.08,,,0.28,,,,3.24,,,,,
,,,,,,,,,,,-2.08,,,0.26,,,,3.26,,,,,
,,,,,,,,,,,-2.08,,,0.21,,,,3.27,,,,,
,,,,,,,,,,,-2.08,,,0.19,,,,3.29,,,,,
,,,,,,,,,,,-2.07,,,0.16,,,,3.31,,,,,
,,,,,,,,,,,-2.07,,,0.14,,,,3.31,,,,,
,,,,,,,,,,,-2.05,,,0.11,,,,3.31,,,,,
,,,,,,,,,,,-2.05,,,0.08,,,,3.33,,,,,
,,,,,,,,,,,-2.05,,,0.02,,,,3.33,,,,,
,,,,,,,,,,,-2.05,,,-0.03,,,,3.33,,,,,
,,,,,,,,,,,-2.05,,,-0.05,,,,3.33,,,,,
,,,,,,,,,,,-2.04,,,-0.14,,,,3.33,,,,,
,,,,,,,,,,,-2.04,,,-0.16,,,,3.54,,,,,
,,,,,,,,,,,-2.02,,,-0.23,,,,3.69,,,,,
,,,,,,,,,,,-2.01,,,-0.32,,,,3.34,,,,,
,,,,,,,,,,,-2.01,,,-0.39,,,,2.42,,,,,
,,,,,,,,,,,-1.99,,,-0.49,,,,1.47,,,,,
,,,,,,,,,,,-1.99,,,-0.58,,,,0,,,,,
,,,,,,,,,,,-1.96,,,-0.64,,,,-0.8,,,,,
,,,,,,,,,,,-1.95,,,-0.69,,,,-1.67,,,,,
,,,,,,,,,,,-1.93,,,,,,,-2.71,,,,,
,,,,,,,,,,,-1.93,,,,,,,-3.69,,,,,
,,,,,,,,,,,-1.91,,,,,,,,,,,,
,,,,,,,,,,,-1.89,,,,,,,,,,,,
,,,,,,,,,,,-1.87,,,,,,,,,,,,
,,,,,,,,,,,-1.83,,,,,,,,,,,,
,,,,,,,,,,,-1.81,,,,,,,,,,,,
,,,,,,,,,,,-1.8,,,,,,,,,,,,
,,,,,,,,,,,-1.78,,,,,,,,,,,,
,,,,,,,,,,,-1.77,,,,,,,,,,,,
,,,,,,,,,,,-1.72,,,,,,,,,,,,
,,,,,,,,,,,-1.71,,,,,,,,,,,,
,,,,,,,,,,,-1.71,,,,,,,,,,,,
,,,,,,,,,,,-1.67,,,,,,,,,,,,
,,,,,,,,,,,-1.62,,,,,,,,,,,,
,,,,,,,,,,,-1.61,,,,,,,,,,,,
,,,,,,,,,,,-1.59,,,,,,,,,,,,
,,,,,,,,,,,-1.56,,,,,,,,,,,,
,,,,,,,,,,,-1.55,,,,,,,,,,,,
,,,,,,,,,,,-1.52,,,,,,,,,,,,
,,,,,,,,,,,-1.49,,,,,,,,,,,,
,,,,,,,,,,,-1.48,,,,,,,,,,,,
,,,,,,,,,,,-1.45,,,,,,,,,,,,
,,,,,,,,,,,-1.4,,,,,,,,,,,,
,,,,,,,,,,,-1.39,,,,,,,,,,,,
,,,,,,,,,,,-1.34,,,,,,,,,,,,
,,,,,,,,,,,-1.33,,,,,,,,,,,,
,,,,,,,,,,,-1.29,,,,,,,,,,,,
,,,,,,,,,,,-1.24,,,,,,,,,,,,
,,,,,,,,,,,-1.24,,,,,,,,,,,,
,,,,,,,,,,,-1.21,,,,,,,,,,,,
,,,,,,,,,,,-1.19,,,,,,,,,,,,
,,,,,,,,,,,-1.16,,,,,,,,,,,,
,,,,,,,,,,,-1.15,,,,,,,,,,,,
,,,,,,,,,,,-1.12,,,,,,,,,,,,
,,,,,,,,,,,-1.09,,,,,,,,,,,,
,,,,,,,,,,,-1.08,,,,,,,,,,,,
,,,,,,,,,,,-1.05,,,,,,,,,,,,
,,,,,,,,,,,-1.03,,,,,,,,,,,,
,,,,,,,,,,,-1,,,,,,,,,,,,
,,,,,,,,,,,-0.99,,,,,,,,,,,,
,,,,,,,,,,,-0.97,,,,,,,,,,,,
,,,,,,,,,,,-0.94,,,,,,,,,,,,
,,,,,,,,,,,-0.91,,,,,,,,,,,,
,,,,,,,,,,,-0.87,,,,,,,,,,,,
,,,,,,,,,,,-0.86,,,,,,,,,,,,
,,,,,,,,,,,-0.83,,,,,,,,,,,,
,,,,,,,,,,,-0.81,,,,,,,,,,,,
,,,,,,,,,,,-0.8,,,,,,,,,,,,
,,,,,,,,,,,-0.77,,,,,,,,,,,,
,,,,,,,,,,,-0.75,,,,,,,,,,,,
,,,,,,,,,,,-0.74,,,,,,,,,,,,
,,,,,,,,,,,-0.71,,,,,,,,,,,,
,,,,,,,,,,,-0.67,,,,,,,,,,,,
,,,,,,,,,,,-0.63,,,,,,,,,,,,
,,,,,,,,,,,-0.6,,,,,,,,,,,,
,,,,,,,,,,,-0.59,,,,,,,,,,,,
,,,,,,,,,,,-0.57,,,,,,,,,,,,
,,,,,,,,,,,-0.54,,,,,,,,,,,,
,,,,,,,,,,,-0.53,,,,,,,,,,,,
,,,,,,,,,,,-0.49,,,,,,,,,,,,
,,,,,,,,,,,-0.47,,,,,,,,,,,,
,,,,,,,,,,,-0.43,,,,,,,,,,,,
,,,,,,,,,,,-0.38,,,,,,,,,,,,
,,,,,,,,,,,-0.34,,,,,,,,,,,,
,,,,,,,,,,,-0.31,,,,,,,,,,,,
,,,,,,,,,,,-0.25,,,,,,,,,,,,
,,,,,,,,,,,-0.24,,,,,,,,,,,,
,,,,,,,,,,,-0.22,,,,,,,,,,,,
,,,,,,,,,,,-0.19,,,,,,,,,,,,
,,,,,,,,,,,-0.16,,,,,,,,,,,,
,,,,,,,,,,,-0.13,,,,,,,,,,,,
,,,,,,,,,,,-0.12,,,,,,,,,,,,
,,,,,,,,,,,-0.09,,,,,,,,,,,,
,,,,,,,,,,,-0.05,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0.03,,,,,,,,,,,,
,,,,,,,,,,,0.08,,,,,,,,,,,,
,,,,,,,,,,,0.12,,,,,,,,,,,,
,,,,,,,,,,,0.13,,,,,,,,,,,,
,,,,,,,,,,,0.15,,,,,,,,,,,,
,,,,,,,,,,,0.19,,,,,,,,,,,,
,,,,,,,,,,,0.21,,,,,,,,,,,,
,,,,,,,,,,,0.25,,,,,,,,,,,,
,,,,,,,,,,,0.28,,,,,,,,,,,,
,,,,,,,,,,,0.34,,,,,,,,,,,,
,,,,,,,,,,,0.37,,,,,,,,,,,,
,,,,,,,,,,,0.37,,,,,,,,,,,,
,,,,,,,,,,,0.44,,,,,,,,,,,,
,,,,,,,,,,,0.49,,,,,,,,,,,,
,,,,,,,,,,,0.53,,,,,,,,,,,,
,,,,,,,,,,,0.54,,,,,,,,,,,,
,,,,,,,,,,,0.56,,,,,,,,,,,,
,,,,,,,,,,,0.57,,,,,,,,,,,,
,,,,,,,,,,,0.59,,,,,,,,,,,,
,,,,,,,,,,,0.6,,,,,,,,,,,,
,,,,,,,,,,,0.62,,,,,,,,,,,,
,,,,,,,,,,,0.63,,,,,,,,,,,,
,,,,,,,,,,,0.65,,,,,,,,,,,,
,,,,,,,,,,,0.68,,,,,,,,,,,,
,,,,,,,,,,,0.71,,,,,,,,,,,,
,,,,,,,,,,,0.72,,,,,,,,,,,,
,,,,,,,,,,,0.77,,,,,,,,,,,,
,,,,,,,,,,,0.8,,,,,,,,,,,,
,,,,,,,,,,,0.81,,,,,,,,,,,,
,,,,,,,,,,,0.83,,,,,,,,,,,,
,,,,,,,,,,,0.84,,,,,,,,,,,,
,,,,,,,,,,,0.86,,,,,,,,,,,,
,,,,,,,,,,,0.89,,,,,,,,,,,,
,,,,,,,,,,,0.89,,,,,,,,,,,,
,,,,,,,,,,,0.96,,,,,,,,,,,,
,,,,,,,,,,,0.99,,,,,,,,,,,,
,,,,,,,,,,,1.03,,,,,,,,,,,,
,,,,,,,,,,,1.06,,,,,,,,,,,,
,,,,,,,,,,,1.08,,,,,,,,,,,,
,,,,,,,,,,,1.12,,,,,,,,,,,,
,,,,,,,,,,,1.16,,,,,,,,,,,,
,,,,,,,,,,,1.18,,,,,,,,,,,,
,,,,,,,,,,,1.19,,,,,,,,,,,,
,,,,,,,,,,,1.22,,,,,,,,,,,,
,,,,,,,,,,,1.25,,,,,,,,,,,,
,,,,,,,,,,,1.27,,,,,,,,,,,,
,,,,,,,,,,,1.29,,,,,,,,,,,,
,,,,,,,,,,,1.31,,,,,,,,,,,,
,,,,,,,,,,,1.33,,,,,,,,,,,,
,,,,,,,,,,,1.36,,,,,,,,,,,,
,,,,,,,,,,,1.39,,,,,,,,,,,,
,,,,,,,,,,,1.4,,,,,,,,,,,,
,,,,,,,,,,,1.43,,,,,,,,,,,,
,,,,,,,,,,,1.45,,,,,,,,,,,,
,,,,,,,,,,,1.46,,,,,,,,,,,,
,,,,,,,,,,,1.49,,,,,,,,,,,,
,,,,,,,,,,,1.52,,,,,,,,,,,,
,,,,,,,,,,,1.53,,,,,,,,,,,,
,,,,,,,,,,,1.55,,,,,,,,,,,,
,,,,,,,,,,,1.56,,,,,,,,,,,,
,,,,,,,,,,,1.58,,,,,,,,,,,,
,,,,,,,,,,,1.62,,,,,,,,,,,,
,,,,,,,,,,,1.67,,,,,,,,,,,,
,,,,,,,,,,,1.72,,,,,,,,,,,,
,,,,,,,,,,,1.74,,,,,,,,,,,,
,,,,,,,,,,,1.78,,,,,,,,,,,,
,,,,,,,,,,,1.8,,,,,,,,,,,,
,,,,,,,,,,,1.8,,,,,,,,,,,,
,,,,,,,,,,,1.83,,,,,,,,,,,,
,,,,,,,,,,,1.83,,,,,,,,,,,,
,,,,,,,,,,,1.84,,,,,,,,,,,,
,,,,,,,,,,,1.87,,,,,,,,,,,,
,,,,,,,,,,,1.87,,,,,,,,,,,,
,,,,,,,,,,,1.91,,,,,,,,,,,,
,,,,,,,,,,,1.91,,,,,,,,,,,,
,,,,,,,,,,,1.95,,,,,,,,,,,,
,,,,,,,,,,,2.01,,,,,,,,,,,,
,,,,,,,,,,,2.01,,,,,,,,,,,,
,,,,,,,,,,,2.04,,,,,,,,,,,,
,,,,,,,,,,,2.05,,,,,,,,,,,,
,,,,,,,,,,,2.05,,,,,,,,,,,,
,,,,,,,,,,,2.07,,,,,,,,,,,,
,,,,,,,,,,,2.11,,,,,,,,,,,,
,,,,,,,,,,,2.11,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.17,,,,,,,,,,,,
,,,,,,,,,,,2.17,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.2,,,,,,,,,,,,
,,,,,,,,,,,2.21,,,,,,,,,,,,
,,,,,,,,,,,2.21,,,,,,,,,,,,
,,,,,,,,,,,2.21,,,,,,,,,,,,
,,,,,,,,,,,2.21,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.29,,,,,,,,,,,,
,,,,,,,,,,,2.29,,,,,,,,,,,,
,,,,,,,,,,,2.29,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.43,,,,,,,,,,,,
,,,,,,,,,,,2.46,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.49,,,,,,,,,,,,
,,,,,,,,,,,2.52,,,,,,,,,,,,
,,,,,,,,,,,2.55,,,,,,,,,,,,
,,,,,,,,,,,2.58,,,,,,,,,,,,
,,,,,,,,,,,2.58,,,,,,,,,,,,
,,,,,,,,,,,2.6,,,,,,,,,,,,
,,,,,,,,,,,2.61,,,,,,,,,,,,
,,,,,,,,,,,2.61,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.69,,,,,,,,,,,,
,,,,,,,,,,,2.69,,,,,,,,,,,,
,,,,,,,,,,,2.69,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.61,,,,,,,,,,,,
,,,,,,,,,,,2.61,,,,,,,,,,,,
,,,,,,,,,,,2.6,,,,,,,,,,,,
,,,,,,,,,,,2.6,,,,,,,,,,,,
,,,,,,,,,,,2.58,,,,,,,,,,,,
,,,,,,,,,,,2.58,,,,,,,,,,,,
,,,,,,,,,,,2.55,,,,,,,,,,,,
,,,,,,,,,,,2.55,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.52,,,,,,,,,,,,
,,,,,,,,,,,2.52,,,,,,,,,,,,
,,,,,,,,,,,2.49,,,,,,,,,,,,
,,,,,,,,,,,2.49,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.46,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.43,,,,,,,,,,,,
,,,,,,,,,,,2.43,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.4,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.34,,,,,,,,,,,,
,,,,,,,,,,,2.34,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.31,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.21,,,,,,,,,,,,
,,,,,,,,,,,2.2,,,,,,,,,,,,
,,,,,,,,,,,2.2,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.17,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.11,,,,,,,,,,,,
,,,,,,,,,,,2.07,,,,,,,,,,,,
,,,,,,,,,,,2.05,,,,,,,,,,,,
,,,,,,,,,,,2.05,,,,,,,,,,,,
