Simon #3 cutout,Simon #6 cutout,Simon #14 cutout,Simon #16 cutout,Simon #18 cutout,Simon #19 cutout,Simon #20 cutout,Simon #22 cutout,Simon #32 cutout,Simon #33 cutout,Simon #34 cutout,Simon #38 cutout,Simon #41 cutout,Simon #43 cutout,Simon #57 cutout,Simon #58 cutout,Simon #70 cutout,Simon #73 cutout,Simon #82 cutout,Simon #83 cutout,Simon #104 cutout,Simon #106 cutout,Simon #109 cutout,Simon #112 cutout
,,,,,,-2.67,,,,,-2.08,,,1.61,0.06,,,-3.95,,,,0.56,
,,,,,,-2.67,,,,,-2.04,,,1.58,0.06,,,-3.95,,,,0.53,
,,,,,,-2.67,,,,,-2.02,,,1.56,0.03,,,-3.95,,,,0.53,
,,,,,,-2.67,,,,,-1.98,,,1.53,-0.06,,,-3.95,,,,0.51,
,,,,,,-2.65,,,,,-1.96,,,1.53,-0.09,,,-3.95,,,,0.48,
,,,,,,-2.65,,,,,-1.93,,,1.51,-0.27,,,-3.95,,,,0.48,
,,,,,,-2.65,,,,,-1.89,,,1.48,-0.31,,,-3.95,,,,0.46,
,,,,,,-2.65,,,,,-1.85,,,1.48,-0.53,,,-3.95,,,,0.43,
,,,,,,-2.62,,,,,-1.83,,,1.47,-0.56,,,-3.95,,,,0.41,
,,,,,,-2.62,,,,,-1.82,,,1.47,-0.67,,,-3.94,,,,0.17,
,,,,,,-2.6,,,,,-1.79,,,1.45,-0.8,,,-3.94,,,,-0.51,
,,,,,,-2.6,,,,,-1.74,,,1.45,-0.99,,,-3.94,,,,-1.74,
,,,,,,-2.6,,,,,-1.72,,,1.43,-1.08,,,-3.94,,,,-2.13,
,,,,,,-2.58,,,,,-1.71,,,1.43,-1.14,,,-3.94,,,,-2.78,
,,,,,,-2.58,,,,,-1.67,,,1.42,-1.2,,,-3.92,,,,-3.04,
,,,,,,-2.58,,,,,-1.65,,,1.42,-1.29,,,-3.92,,,,-3.09,
,,,,,,-2.55,,,,,-1.62,,,1.4,-1.29,,,-3.91,,,,-3.04,
,,,,,,-2.53,,,,,-1.59,,,1.38,-1.39,,,-3.88,,,,,
,,,,,,-2.51,,,,,-1.56,,,1.37,-1.45,,,-3.87,,,,,
,,,,,,-2.51,,,,,-1.52,,,1.35,-1.55,,,-3.85,,,,,
,,,,,,-2.47,,,,,-1.46,,,1.33,-1.69,,,-3.84,,,,,
,,,,,,-2.47,,,,,-1.45,,,1.32,-1.76,,,-3.82,,,,,
,,,,,,-2.45,,,,,-1.43,,,1.32,-1.79,,,-3.82,,,,,
,,,,,,-2.43,,,,,-1.36,,,1.28,-1.88,,,-3.82,,,,,
,,,,,,-2.43,,,,,-1.34,,,1.28,-1.98,,,-3.82,,,,,
,,,,,,-2.43,,,,,-1.31,,,1.26,-2.06,,,-3.82,,,,,
,,,,,,-2.4,,,,,-1.29,,,1.24,-2.16,,,-3.81,,,,,
,,,,,,-2.4,,,,,-1.23,,,1.21,-2.25,,,-3.81,,,,,
,,,,,,-2.38,,,,,-1.18,,,1.19,-2.28,,,-3.81,,,,,
,,,,,,-2.36,,,,,-1.16,,,1.15,-2.38,,,-3.81,,,,,
,,,,,,-2.36,,,,,-1.15,,,1.13,,,,-3.79,,,,,
,,,,,,-2.33,,,,,-1.06,,,1.09,,,,-3.79,,,,,
,,,,,,-2.31,,,,,-1.05,,,1.07,,,,-3.78,,,,,
,,,,,,-2.31,,,,,-1.03,,,0.99,,,,-3.76,,,,,
,,,,,,-2.28,,,,,-1.02,,,0.93,,,,-3.76,,,,,
,,,,,,-2.25,,,,,-0.94,,,0.93,,,,-3.76,,,,,
,,,,,,-2.25,,,,,-0.89,,,0.85,,,,-3.75,,,,,
,,,,,,-2.23,,,,,-0.89,,,0.83,,,,-3.73,,,,,
,,,,,,-2.23,,,,,-0.86,,,0.82,,,,-3.72,,,,,
,,,,,,-2.21,,,,,-0.81,,,0.77,,,,-3.72,,,,,
,,,,,,-2.21,,,,,-0.8,,,0.74,,,,-3.72,,,,,
,,,,,,-2.18,,,,,-0.75,,,0.72,,,,-3.71,,,,,
,,,,,,-2.18,,,,,-0.72,,,0.69,,,,-3.68,,,,,
,,,,,,-2.16,,,,,-0.71,,,0.63,,,,-3.67,,,,,
,,,,,,-2.16,,,,,-0.67,,,0.52,,,,-3.65,,,,,
,,,,,,-2.14,,,,,-0.65,,,0.52,,,,-3.65,,,,,
,,,,,,-2.14,,,,,-0.62,,,0.44,,,,-3.64,,,,,
,,,,,,-2.11,,,,,-0.56,,,0.44,,,,-3.64,,,,,
,,,,,,-2.11,,,,,-0.47,,,0.39,,,,-3.64,,,,,
,,,,,,-2.08,,,,,-0.44,,,0.39,,,,-3.61,,,,,
,,,,,,-2.06,,,,,-0.41,,,0.36,,,,-3.59,,,,,
,,,,,,-2.06,,,,,-0.38,,,0.33,,,,-3.56,,,,,
,,,,,,-2.03,,,,,-0.32,,,0.27,,,,-3.56,,,,,
,,,,,,-2.03,,,,,-0.31,,,0.17,,,,-3.53,,,,,
,,,,,,-2.01,,,,,-0.28,,,0.12,,,,-3.49,,,,,
,,,,,,-1.99,,,,,-0.24,,,0.11,,,,-3.46,,,,,
,,,,,,-1.99,,,,,-0.21,,,0.06,,,,-3.43,,,,,
,,,,,,-1.96,,,,,-0.15,,,-0.03,,,,-3.39,,,,,
,,,,,,-1.96,,,,,-0.09,,,-0.06,,,,-3.39,,,,,
,,,,,,-1.96,,,,,-0.08,,,-0.11,,,,-3.36,,,,,
,,,,,,-1.94,,,,,-0.06,,,-0.16,,,,-3.34,,,,,
,,,,,,-1.92,,,,,-0.03,,,-0.17,,,,-3.33,,,,,
,,,,,,-1.88,,,,,-0.02,,,-0.24,,,,-3.27,,,,,
,,,,,,-1.86,,,,,0,,,-0.25,,,,-3.27,,,,,
,,,,,,-1.86,,,,,0.02,,,-0.31,,,,-3.24,,,,,
,,,,,,-1.84,,,,,0.03,,,-0.34,,,,-3.24,,,,,
,,,,,,-1.81,,,,,0.05,,,-0.46,,,,-3.23,,,,,
,,,,,,-1.79,,,,,0.06,,,-0.6,,,,-3.21,,,,,
,,,,,,-1.79,,,,,0.09,,,-0.66,,,,-3.18,,,,,
,,,,,,-1.77,,,,,0.09,,,-0.77,,,,-3.15,,,,,
,,,,,,-1.77,,,,,0.12,,,-0.8,,,,-3.15,,,,,
,,,,,,-1.74,,,,,0.15,,,-0.82,,,,-3.12,,,,,
,,,,,,-1.74,,,,,0.18,,,-0.83,,,,-3.12,,,,,
,,,,,,-1.72,,,,,0.19,,,-0.85,,,,-3.07,,,,,
,,,,,,-1.72,,,,,0.21,,,-0.87,,,,-3.05,,,,,
,,,,,,-1.72,,,,,0.22,,,-0.91,,,,-3.02,,,,,
,,,,,,-1.69,,,,,0.24,,,-0.97,,,,-3.01,,,,,
,,,,,,-1.66,,,,,0.25,,,-0.97,,,,-2.99,,,,,
,,,,,,-1.64,,,,,0.25,,,-1.02,,,,-2.98,,,,,
,,,,,,-1.64,,,,,0.27,,,-1.02,,,,-2.94,,,,,
,,,,,,-1.62,,,,,0.28,,,-1.04,,,,-2.91,,,,,
,,,,,,-1.62,,,,,0.32,,,-1.07,,,,-2.87,,,,,
,,,,,,-1.59,,,,,0.35,,,-1.09,,,,-2.85,,,,,
,,,,,,-1.57,,,,,0.37,,,-1.13,,,,-2.85,,,,,
,,,,,,-1.55,,,,,0.38,,,-1.15,,,,-2.84,,,,,
,,,,,,-1.55,,,,,0.4,,,-1.18,,,,-2.81,,,,,
,,,,,,-1.52,,,,,0.43,,,-1.21,,,,-2.79,,,,,
,,,,,,-1.49,,,,,0.46,,,-1.23,,,,-2.75,,,,,
,,,,,,-1.49,,,,,0.49,,,-1.28,,,,-2.72,,,,,
,,,,,,-1.47,,,,,0.49,,,-1.29,,,,-2.72,,,,,
,,,,,,-1.47,,,,,0.53,,,-1.38,,,,-2.69,,,,,
,,,,,,-1.44,,,,,0.54,,,-1.43,,,,-2.66,,,,,
,,,,,,-1.42,,,,,0.57,,,-1.51,,,,-2.66,,,,,
,,,,,,-1.4,,,,,0.59,,,-1.52,,,,-2.63,,,,,
,,,,,,-1.37,,,,,0.62,,,-1.55,,,,-2.63,,,,,
,,,,,,-1.35,,,,,0.64,,,-1.6,,,,-2.6,,,,,
,,,,,,-1.33,,,,,0.65,,,-1.6,,,,-2.57,,,,,
,,,,,,-1.29,,,,,0.72,,,-1.62,,,,-2.54,,,,,
,,,,,,-1.27,,,,,0.77,,,-1.64,,,,-2.54,,,,,
,,,,,,-1.27,,,,,0.8,,,-1.65,,,,-2.51,,,,,
,,,,,,-1.25,,,,,0.84,,,-1.68,,,,-2.47,,,,,
,,,,,,-1.22,,,,,0.86,,,-1.69,,,,-2.44,,,,,
,,,,,,-1.2,,,,,0.89,,,-1.72,,,,-2.43,,,,,
,,,,,,-1.2,,,,,0.94,,,-1.72,,,,-2.43,,,,,
,,,,,,-1.18,,,,,0.96,,,-1.74,,,,-2.41,,,,,
,,,,,,-1.15,,,,,1,,,-1.75,,,,-2.4,,,,,
,,,,,,-1.13,,,,,1.08,,,-1.79,,,,-2.38,,,,,
,,,,,,-1.11,,,,,1.12,,,-1.82,,,,-2.35,,,,,
,,,,,,-1.07,,,,,1.13,,,-1.84,,,,-2.35,,,,,
,,,,,,-1.05,,,,,1.18,,,-1.85,,,,-2.34,,,,,
,,,,,,,,,,,1.21,,,-1.87,,,,-2.31,,,,,
,,,,,,,,,,,1.23,,,-1.87,,,,-2.27,,,,,
,,,,,,,,,,,1.24,,,-1.91,,,,-2.25,,,,,
,,,,,,,,,,,1.26,,,-1.91,,,,-2.24,,,,,
,,,,,,,,,,,1.29,,,-1.93,,,,-2.21,,,,,
,,,,,,,,,,,1.31,,,-1.93,,,,-2.2,,,,,
,,,,,,,,,,,1.36,,,-1.95,,,,-2.17,,,,,
,,,,,,,,,,,1.37,,,-1.95,,,,-2.14,,,,,
,,,,,,,,,,,1.42,,,-1.96,,,,-2.08,,,,,
,,,,,,,,,,,1.43,,,-1.96,,,,-2.04,,,,,
,,,,,,,,,,,1.45,,,-1.96,,,,-2.04,,,,,
,,,,,,,,,,,1.46,,,-1.96,,,,-2.01,,,,,
,,,,,,,,,,,1.49,,,-1.96,,,,-1.98,,,,,
,,,,,,,,,,,1.55,,,-1.96,,,,-1.95,,,,,
,,,,,,,,,,,1.56,,,-1.98,,,,-1.92,,,,,
,,,,,,,,,,,1.61,,,-1.98,,,,-1.88,,,,,
,,,,,,,,,,,1.64,,,-2,,,,-1.86,,,,,
,,,,,,,,,,,1.64,,,-2.01,,,,-1.82,,,,,
,,,,,,,,,,,1.68,,,-2.01,,,,-1.77,,,,,
,,,,,,,,,,,1.72,,,-2.01,,,,-1.76,,,,,
,,,,,,,,,,,1.77,,,-2.01,,,,-1.73,,,,,
,,,,,,,,,,,1.8,,,-2.03,,,,-1.71,,,,,
,,,,,,,,,,,1.83,,,-2.03,,,,-1.69,,,,,
,,,,,,,,,,,1.88,,,-2.03,,,,-1.66,,,,,
,,,,,,,,,,,1.93,,,-2.03,,,,-1.64,,,,,
,,,,,,,,,,,1.95,,,-2.05,,,,-1.6,,,,,
,,,,,,,,,,,1.99,,,-2.05,,,,-1.55,,,,,
,,,,,,,,,,,2.02,,,-2.05,,,,-1.54,,,,,
,,,,,,,,,,,2.05,,,-2.05,,,,-1.52,,,,,
,,,,,,,,,,,2.08,,,-2.05,,,,-1.07,,,,,
,,,,,,,,,,,2.11,,,-2.05,,,,0.16,,,,,
,,,,,,,,,,,2.15,,,-2.05,,,,1.07,,,,,
,,,,,,,,,,,2.21,,,-2.05,,,,1.87,,,,,
,,,,,,,,,,,2.24,,,-2.03,,,,2.55,,,,,
,,,,,,,,,,,2.26,,,-2.03,,,,2.46,,,,,
,,,,,,,,,,,2.33,,,-2.01,,,,2.75,,,,,
,,,,,,,,,,,2.35,,,-2.03,,,,2.95,,,,,
,,,,,,,,,,,2.36,,,,,,,3.11,,,,,
,,,,,,,,,,,2.39,,,,,,,2.99,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.41,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.44,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.55,,,,,,,,,,,,
,,,,,,,,,,,2.57,,,,,,,,,,,,
,,,,,,,,,,,2.6,,,,,,,,,,,,
,,,,,,,,,,,2.61,,,,,,,,,,,,
,,,,,,,,,,,2.61,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.69,,,,,,,,,,,,
,,,,,,,,,,,2.69,,,,,,,,,,,,
,,,,,,,,,,,2.71,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.77,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.79,,,,,,,,,,,,
,,,,,,,,,,,2.77,,,,,,,,,,,,
,,,,,,,,,,,2.77,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.76,,,,,,,,,,,,
,,,,,,,,,,,2.74,,,,,,,,,,,,
,,,,,,,,,,,2.74,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.73,,,,,,,,,,,,
,,,,,,,,,,,2.69,,,,,,,,,,,,
,,,,,,,,,,,2.67,,,,,,,,,,,,
,,,,,,,,,,,2.64,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.6,,,,,,,,,,,,
,,,,,,,,,,,2.57,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.52,,,,,,,,,,,,
,,,,,,,,,,,2.52,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.41,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.35,,,,,,,,,,,,
,,,,,,,,,,,2.31,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.26,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.2,,,,,,,,,,,,
,,,,,,,,,,,2.2,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.17,,,,,,,,,,,,
,,,,,,,,,,,2.17,,,,,,,,,,,,
,,,,,,,,,,,2.14,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.08,,,,,,,,,,,,
,,,,,,,,,,,2.04,,,,,,,,,,,,
,,,,,,,,,,,2.02,,,,,,,,,,,,
,,,,,,,,,,,1.98,,,,,,,,,,,,
,,,,,,,,,,,1.96,,,,,,,,,,,,
,,,,,,,,,,,1.95,,,,,,,,,,,,
,,,,,,,,,,,1.93,,,,,,,,,,,,
,,,,,,,,,,,1.92,,,,,,,,,,,,
,,,,,,,,,,,1.92,,,,,,,,,,,,
,,,,,,,,,,,1.88,,,,,,,,,,,,
,,,,,,,,,,,1.86,,,,,,,,,,,,
,,,,,,,,,,,1.85,,,,,,,,,,,,
,,,,,,,,,,,1.83,,,,,,,,,,,,
,,,,,,,,,,,1.8,,,,,,,,,,,,
,,,,,,,,,,,1.74,,,,,,,,,,,,
,,,,,,,,,,,1.72,,,,,,,,,,,,
,,,,,,,,,,,1.72,,,,,,,,,,,,
,,,,,,,,,,,1.71,,,,,,,,,,,,
,,,,,,,,,,,1.68,,,,,,,,,,,,
,,,,,,,,,,,1.65,,,,,,,,,,,,
,,,,,,,,,,,1.65,,,,,,,,,,,,
,,,,,,,,,,,1.64,,,,,,,,,,,,
,,,,,,,,,,,1.62,,,,,,,,,,,,
,,,,,,,,,,,1.61,,,,,,,,,,,,
,,,,,,,,,,,1.61,,,,,,,,,,,,
,,,,,,,,,,,1.59,,,,,,,,,,,,
,,,,,,,,,,,1.58,,,,,,,,,,,,
,,,,,,,,,,,1.56,,,,,,,,,,,,
,,,,,,,,,,,1.55,,,,,,,,,,,,
,,,,,,,,,,,1.53,,,,,,,,,,,,
,,,,,,,,,,,1.52,,,,,,,,,,,,
,,,,,,,,,,,1.52,,,,,,,,,,,,
,,,,,,,,,,,1.49,,,,,,,,,,,,
,,,,,,,,,,,1.48,,,,,,,,,,,,
,,,,,,,,,,,1.45,,,,,,,,,,,,
,,,,,,,,,,,1.45,,,,,,,,,,,,
,,,,,,,,,,,1.39,,,,,,,,,,,,
,,,,,,,,,,,1.37,,,,,,,,,,,,
,,,,,,,,,,,1.36,,,,,,,,,,,,
,,,,,,,,,,,1.34,,,,,,,,,,,,
,,,,,,,,,,,1.31,,,,,,,,,,,,
,,,,,,,,,,,1.27,,,,,,,,,,,,
,,,,,,,,,,,1.24,,,,,,,,,,,,
,,,,,,,,,,,1.23,,,,,,,,,,,,
,,,,,,,,,,,1.21,,,,,,,,,,,,
,,,,,,,,,,,1.18,,,,,,,,,,,,
,,,,,,,,,,,1.15,,,,,,,,,,,,
,,,,,,,,,,,1.15,,,,,,,,,,,,
,,,,,,,,,,,1.13,,,,,,,,,,,,
,,,,,,,,,,,1.12,,,,,,,,,,,,
,,,,,,,,,,,1.12,,,,,,,,,,,,
,,,,,,,,,,,1.08,,,,,,,,,,,,
,,,,,,,,,,,1.08,,,,,,,,,,,,
,,,,,,,,,,,1.05,,,,,,,,,,,,
,,,,,,,,,,,1.03,,,,,,,,,,,,
,,,,,,,,,,,1.02,,,,,,,,,,,,
,,,,,,,,,,,0.99,,,,,,,,,,,,
,,,,,,,,,,,0.99,,,,,,,,,,,,
,,,,,,,,,,,0.99,,,,,,,,,,,,
,,,,,,,,,,,0.97,,,,,,,,,,,,
,,,,,,,,,,,0.97,,,,,,,,,,,,
,,,,,,,,,,,0.97,,,,,,,,,,,,
,,,,,,,,,,,0.97,,,,,,,,,,,,
,,,,,,,,,,,0.96,,,,,,,,,,,,
,,,,,,,,,,,0.96,,,,,,,,,,,,
,,,,,,,,,,,0.96,,,,,,,,,,,,
,,,,,,,,,,,0.93,,,,,,,,,,,,
,,,,,,,,,,,0.91,,,,,,,,,,,,
,,,,,,,,,,,0.89,,,,,,,,,,,,
,,,,,,,,,,,0.87,,,,,,,,,,,,
,,,,,,,,,,,0.86,,,,,,,,,,,,
,,,,,,,,,,,0.83,,,,,,,,,,,,
,,,,,,,,,,,0.8,,,,,,,,,,,,
,,,,,,,,,,,0.77,,,,,,,,,,,,
,,,,,,,,,,,0.74,,,,,,,,,,,,
,,,,,,,,,,,0.71,,,,,,,,,,,,
,,,,,,,,,,,0.68,,,,,,,,,,,,
,,,,,,,,,,,0.67,,,,,,,,,,,,
,,,,,,,,,,,0.64,,,,,,,,,,,,
,,,,,,,,,,,0.61,,,,,,,,,,,,
,,,,,,,,,,,0.59,,,,,,,,,,,,
,,,,,,,,,,,0.57,,,,,,,,,,,,
,,,,,,,,,,,0.53,,,,,,,,,,,,
,,,,,,,,,,,0.51,,,,,,,,,,,,
,,,,,,,,,,,0.47,,,,,,,,,,,,
,,,,,,,,,,,0.46,,,,,,,,,,,,
,,,,,,,,,,,0.44,,,,,,,,,,,,
,,,,,,,,,,,0.41,,,,,,,,,,,,
,,,,,,,,,,,0.4,,,,,,,,,,,,
,,,,,,,,,,,0.38,,,,,,,,,,,,
,,,,,,,,,,,0.37,,,,,,,,,,,,
,,,,,,,,,,,0.35,,,,,,,,,,,,
,,,,,,,,,,,0.34,,,,,,,,,,,,
,,,,,,,,,,,0.31,,,,,,,,,,,,
,,,,,,,,,,,0.27,,,,,,,,,,,,
,,,,,,,,,,,0.25,,,,,,,,,,,,
,,,,,,,,,,,0.22,,,,,,,,,,,,
,,,,,,,,,,,0.21,,,,,,,,,,,,
,,,,,,,,,,,0.18,,,,,,,,,,,,
,,,,,,,,,,,0.13,,,,,,,,,,,,
,,,,,,,,,,,0.08,,,,,,,,,,,,
,,,,,,,,,,,0.06,,,,,,,,,,,,
,,,,,,,,,,,0.05,,,,,,,,,,,,
,,,,,,,,,,,0.03,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,-0.03,,,,,,,,,,,,
,,,,,,,,,,,-0.05,,,,,,,,,,,,
,,,,,,,,,,,-0.08,,,,,,,,,,,,
,,,,,,,,,,,-0.09,,,,,,,,,,,,
,,,,,,,,,,,-0.12,,,,,,,,,,,,
,,,,,,,,,,,-0.15,,,,,,,,,,,,
,,,,,,,,,,,-0.16,,,,,,,,,,,,
,,,,,,,,,,,-0.16,,,,,,,,,,,,
,,,,,,,,,,,-0.19,,,,,,,,,,,,
,,,,,,,,,,,-0.24,,,,,,,,,,,,
,,,,,,,,,,,-0.25,,,,,,,,,,,,
,,,,,,,,,,,-0.31,,,,,,,,,,,,
,,,,,,,,,,,-0.31,,,,,,,,,,,,
,,,,,,,,,,,-0.32,,,,,,,,,,,,
,,,,,,,,,,,-0.37,,,,,,,,,,,,
,,,,,,,,,,,-0.38,,,,,,,,,,,,
,,,,,,,,,,,-0.38,,,,,,,,,,,,
,,,,,,,,,,,-0.4,,,,,,,,,,,,
,,,,,,,,,,,-0.43,,,,,,,,,,,,
,,,,,,,,,,,-0.43,,,,,,,,,,,,
,,,,,,,,,,,-0.44,,,,,,,,,,,,
,,,,,,,,,,,-0.46,,,,,,,,,,,,
,,,,,,,,,,,-0.47,,,,,,,,,,,,
,,,,,,,,,,,-0.51,,,,,,,,,,,,
,,,,,,,,,,,-0.51,,,,,,,,,,,,
,,,,,,,,,,,-0.56,,,,,,,,,,,,
,,,,,,,,,,,-0.59,,,,,,,,,,,,
,,,,,,,,,,,-0.61,,,,,,,,,,,,
,,,,,,,,,,,-0.62,,,,,,,,,,,,
,,,,,,,,,,,-0.64,,,,,,,,,,,,
,,,,,,,,,,,-0.65,,,,,,,,,,,,
,,,,,,,,,,,-0.65,,,,,,,,,,,,
,,,,,,,,,,,-0.67,,,,,,,,,,,,
,,,,,,,,,,,-0.71,,,,,,,,,,,,
,,,,,,,,,,,-0.72,,,,,,,,,,,,
,,,,,,,,,,,-0.8,,,,,,,,,,,,
,,,,,,,,,,,-0.83,,,,,,,,,,,,
,,,,,,,,,,,-0.83,,,,,,,,,,,,
,,,,,,,,,,,-0.86,,,,,,,,,,,,
,,,,,,,,,,,-0.87,,,,,,,,,,,,
,,,,,,,,,,,-0.89,,,,,,,,,,,,
,,,,,,,,,,,-0.91,,,,,,,,,,,,
,,,,,,,,,,,-0.91,,,,,,,,,,,,
,,,,,,,,,,,-0.93,,,,,,,,,,,,
,,,,,,,,,,,-0.93,,,,,,,,,,,,
,,,,,,,,,,,-0.94,,,,,,,,,,,,
,,,,,,,,,,,-0.96,,,,,,,,,,,,
,,,,,,,,,,,-0.97,,,,,,,,,,,,
,,,,,,,,,,,-0.99,,,,,,,,,,,,
,,,,,,,,,,,-0.99,,,,,,,,,,,,
,,,,,,,,,,,-0.99,,,,,,,,,,,,
