3.756,3.6124,3.1978,2.6236,1.7305,0.7097,-0.1037,-0.7097,-1.2041,-1.6986,-2.3365,-2.8628,-3.1499,-3.3892,-3.5327,-3.6922,-3.6284,-3.3892,-2.9426,-2.5758,-2.1292,-1.6507,-1.4593,-1.3796,-1.1404,-0.8373,-0.5024,-0.1196,0.2951,0.6778,1.236,1.6348,2.0494,2.4003,2.6715,2.9266,3.3413,3.6603
3.9314,3.9155,3.9155,3.756,3.5008,3.2456,2.9266,2.6874,2.512,2.3525,2.0973,1.89,1.7305,1.555,1.3477,0.949,0.7895,0.6619,0.4864,0.4545,0.5024,0.4226,0.2951,0.1196,-0.1675,-0.3589,-0.5343,-0.7416,-0.949,-1.1404,-1.3477,-1.5072,-1.6667,-1.9378,-2.1451,-2.4163,-2.815,-3.1659,-3.3732,-3.5805,-3.6124,-3.437,-2.9426,-2.3365,-1.9059,-1.5869,-1.3317,-1.0287,-0.8852,-0.7576,-0.6619,-0.5343,-0.008,0.3429,0.5821,0.7735,0.8852,0.9171,1.1404,1.4434,1.89,2.4003,2.8469,3.134,3.5008,3.7081
4.4896,4.4577,4.2344,3.9474,3.7241,3.4211,3.1021,2.799,2.496,2.1292,1.6507,1.236,0.8533,0.2951,-0.1515,-0.6459,-1.3796,-2.0654,-2.6396,-3.3892,-3.9474,-4.2185,-4.2982,-4.3461,-4.075,-3.6922,-3.0861,-2.6077,-1.9697,-1.0925,-0.6778,-0.1196,0.5502,1.1882,1.6826,2.1451,2.7193,3.2137,3.7879,4.2344,4.4577
3.6124,3.6922,3.7719,3.6603,3.4051,3.0223,2.5598,2.2568,1.9059,1.555,1.1722,1.0606,0.7735,0.2472,-0.2472,-0.7416,-1.3158,-1.5869,-1.8581,-1.9697,-1.9697,-1.7943,-1.6029,-1.1085,-0.7097,-0.2791,0.2313,0.5981,0.8214,0.9809,1.4115,1.8421,2.3525,2.7512,3.1659,3.3573
