,a,b,width,length,theta,box_bounds
0,0.06569355270134355,-0.6610870894135735,6.5513436225401716,7.858255318600431,6.588666243665684,7.300000000000001
1,-0.051348791178423205,0.4142621156964158,7.9120408855761255,8.253946419414342,19.76954755696645,8.0
2,-0.012152757224600788,0.23482935715069117,7.240276689640126,7.661613891938116,173.2274968555493,7.1
3,0.18675975280941984,-0.17073118726545772,4.53605461278074,6.035738148734809,171.53746768127112,5.9
4,0.25990699437588227,-0.8892391599457767,8.328561365337906,9.12424419805575,80.30483506624927,8.899999999999999
5,-0.20963821771704588,-0.34500309085252456,4.26589730696408,5.0417287212533015,33.200293479293855,4.99
6,0.06441114572367583,0.031920020398890026,7.245139517061368,10.062914818047712,25.83170444030793,9.4
7,0.41419504352222175,-0.635711924784583,6.134279830904529,10.973775652704777,133.30076015755105,9.2
8,-0.34624097024909395,0.3640171107144115,6.914926759189768,7.804791569038557,81.16171720496277,7.8
9,-0.5626412376127766,-0.3853522600033399,7.913326737590882,8.043255110369046,123.8223713178926,8.41
10,-0.35981139588759764,-0.8055952071837736,6.443728131472884,7.402338751558032,73.55833148492715,7.3999999999999995
11,0.3149178334151821,-0.32832048804968866,6.855624177034614,8.016756696639822,115.14442458877984,7.800000000000001
12,-0.05134875209043374,0.41426219380840434,7.912040886608565,8.253946412751679,19.769536866536672,8.0
13,-1.2488835242490162,0.5514246410006578,7.041583504454203,10.149412193381943,17.469179860052463,10.7
14,0.20342274773961463,-0.4243011107070972,4.507535043537993,4.917415403069207,158.72194064097658,4.66
15,0.03596902184467724,-0.04551959994703226,9.458166623979292,10.95552024144656,109.82137296342157,10.48
16,0.23967385768726102,-0.18711992413491527,6.176972556224628,10.235481927157716,171.02505216146014,10.129999999999999
17,0.3861842553841557,-0.24233506628230939,7.912910247853816,10.443441970320306,102.54423814862551,10.5
18,-0.04829721939758229,-0.185577601153457,7.637565939405674,9.56035418721192,54.77207278952943,9.100000000000001
19,0.255373064959022,0.290760725932587,5.804896095620007,10.17621097729507,84.8464758223821,9.7
20,-0.2096382300520587,-0.3450031789525878,4.265897350313871,5.0417288707331585,33.20030440147375,4.99
21,0.09855004077863116,0.005145214182970106,7.540912397257327,12.444121075283462,64.35638475176701,11.7
22,-0.595260108916416,-0.15516177526095534,5.2163530219115,9.919577307753432,123.1321131958948,8.65
23,-0.1999998731368592,0.09999971991190043,7.817510634252897,9.11773387705464,178.22889216237152,8.600000000000001
24,0.03125884680530061,-0.18835109747889936,9.185062890908,11.027667440158199,3.528631989149508,10.3
25,0.10429185984304472,0.2378199693988689,8.64070841060918,9.94957871944874,85.09529838567147,9.89
26,0.38618429735217596,-0.24233502661117143,7.91291019920763,10.443442129730478,102.54424517891648,10.5
27,0.05240105195544285,-0.4176851107973921,8.845165756190484,10.073210258375953,102.26861304923477,10.1
28,-0.06718311726189086,0.11546002306807858,7.434268114052403,8.73978719973151,114.73782138314384,8.5
29,0.09855004077863116,0.005145214182970106,7.540912397257327,12.444121075283462,64.35638475176701,11.7
30,0.7163487478535426,-0.29528473423213214,9.154982329546918,14.367983813344612,3.085206604922754,13.7
31,-0.4838020628531063,0.7874996338811867,8.21968182499763,9.805513159474648,130.35838715760866,9.1
32,-0.01900330242939617,0.7067174202568745,7.728437031983992,10.89030647742649,58.54578362981792,10.5
33,-0.4777192676151002,0.3456533470800603,5.933828722046676,6.141369152719146,84.69101158760373,6.1
34,0.2256857339658633,-0.2108041177011327,7.095173540900308,9.471365412245,42.87251257358748,8.7
35,0.8065038775180041,0.29277329193825485,5.950941616976927,9.642222332718918,146.4020465904783,8.77
36,0.6589681269915451,-0.14866865889559275,10.069888438038745,20.853504632842526,2.2653127340842008,19.259999999999998
37,0.38618428661017196,-0.2423350608436511,7.912910222599519,10.443442176331384,102.5442433399389,10.5
38,-0.07931736123371701,-0.1725645860129521,4.571006989818729,5.636697966071232,121.01367975040955,5.48
39,0.05240105175348898,-0.41768516112895226,8.845165568518421,10.073210201953534,102.26861119148607,10.1
40,-0.051348925086094795,0.41426215470941735,7.912040513033434,8.253946388638301,19.769538069456814,8.0
41,-0.004182493414262175,-0.14150089831822746,6.8829608919234975,10.087317989625332,146.94926756581287,9.26
42,0.11537130097849364,0.11303665488871034,11.09313133701598,13.640505833929804,76.56869709266789,13.73
43,-0.1035641098626763,0.11977855430982266,6.103848730338182,7.73663696513518,115.31580319200786,7.6
44,-0.6088442377803476,0.6159766230068735,7.486009397517245,8.850172845304536,92.9221058802068,8.8
45,0.04547519589139163,-0.30900629388875417,6.801233121590218,9.00528952804288,108.48714811440551,8.7
46,-0.403490154881736,0.04718934081985249,7.83819936006852,12.400350169272464,86.86855053819075,12.4
47,-0.2020578241930999,-0.18045130030799605,3.541777536659771,4.6557610207703215,0.25345356295314486,4.51
48,0.38618432824668636,-0.24233501971421462,7.912910200148053,10.44344211914892,102.54424564275672,10.5
49,0.2112975629164568,0.0004233842152411425,8.54086360682624,10.609074116867157,24.397562094371704,10.09
50,-0.20963820309605027,-0.34500324012811545,4.265897103269498,5.041729045724306,33.20029863189118,4.99
51,0.05240112080267362,-0.4176850945742028,8.845165600817834,10.07321057750569,102.26862058533635,10.1
