Simon #3 cutout,Simon #6 cutout,Simon #14 cutout,Simon #16 cutout,Simon #18 cutout,Simon #19 cutout,Simon #20 cutout,Simon #22 cutout,Simon #32 cutout,Simon #33 cutout,Simon #34 cutout,Simon #38 cutout,Simon #41 cutout,Simon #43 cutout,Simon #57 cutout,Simon #58 cutout,Simon #70 cutout,Simon #73 cutout,Simon #82 cutout,Simon #83 cutout,Simon #104 cutout,Simon #106 cutout,Simon #109 cutout,Simon #112 cutout
,,,,,,0.35,,,,,-2.09,,,-0.05,3.6,,,-1.27,,,,-3.33,
,,,,,,0.35,,,,,-2.12,,,0.02,3.63,,,-1.19,,,,-3.33,
,,,,,,0.37,,,,,-2.13,,,0.08,3.66,,,-1.15,,,,-3.33,
,,,,,,0.4,,,,,-2.13,,,0.18,3.69,,,-1.12,,,,-3.33,
,,,,,,0.42,,,,,-2.16,,,0.2,3.69,,,-1.07,,,,-3.33,
,,,,,,0.44,,,,,-2.18,,,0.28,3.72,,,-1.04,,,,-3.35,
,,,,,,0.47,,,,,-2.18,,,0.3,3.72,,,-1,,,,-3.35,
,,,,,,0.47,,,,,-2.19,,,0.37,3.72,,,-0.95,,,,-3.35,
,,,,,,0.49,,,,,-2.21,,,0.43,3.75,,,-0.89,,,,-3.35,
,,,,,,0.51,,,,,-2.22,,,0.45,3.75,,,-0.85,,,,-3.35,
,,,,,,0.54,,,,,-2.24,,,0.58,3.78,,,-0.8,,,,-3.35,
,,,,,,0.56,,,,,-2.25,,,0.7,3.78,,,-0.76,,,,-3.37,
,,,,,,0.58,,,,,-2.27,,,0.78,3.81,,,-0.74,,,,-3.37,
,,,,,,0.61,,,,,-2.28,,,0.8,3.81,,,-0.68,,,,-3.37,
,,,,,,0.63,,,,,-2.3,,,0.91,3.84,,,-0.64,,,,-3.39,
,,,,,,0.65,,,,,-2.33,,,1,3.84,,,-0.61,,,,-3.39,
,,,,,,0.68,,,,,-2.34,,,1.01,3.87,,,-0.58,,,,-3.42,
,,,,,,0.68,,,,,-2.37,,,1.06,3.87,,,-0.54,,,,-3.42,
,,,,,,0.7,,,,,-2.37,,,1.08,3.87,,,-0.49,,,,-3.58,
,,,,,,0.7,,,,,-2.39,,,1.1,3.87,,,-0.48,,,,-3.55,
,,,,,,0.72,,,,,-2.4,,,1.12,3.84,,,-0.43,,,,-2.94,
,,,,,,0.74,,,,,-2.4,,,1.15,3.78,,,-0.42,,,,-2,
,,,,,,0.77,,,,,-2.4,,,1.18,3.75,,,-0.36,,,,-1.65,
,,,,,,0.79,,,,,-2.42,,,1.2,3.72,,,-0.31,,,,-1.28,
,,,,,,0.81,,,,,-2.44,,,1.21,3.66,,,-0.28,,,,-0.55,
,,,,,,0.81,,,,,-2.45,,,1.26,3.63,,,-0.22,,,,-0.55,
,,,,,,0.84,,,,,-2.47,,,1.26,3.54,,,-0.16,,,,,
,,,,,,0.86,,,,,-2.48,,,1.3,3.51,,,-0.1,,,,,
,,,,,,0.88,,,,,-2.51,,,1.33,3.46,,,-0.07,,,,,
,,,,,,0.91,,,,,-2.53,,,1.34,3.37,,,-0.03,,,,,
,,,,,,0.93,,,,,-2.53,,,1.41,3.34,,,0.04,,,,,
,,,,,,0.95,,,,,-2.53,,,1.43,3.31,,,0.09,,,,,
,,,,,,0.95,,,,,-2.53,,,1.44,3.25,,,0.12,,,,,
,,,,,,0.98,,,,,-2.53,,,1.46,3.19,,,0.13,,,,,
,,,,,,1,,,,,-2.54,,,1.46,3.1,,,0.16,,,,,
,,,,,,1,,,,,-2.54,,,1.49,3.05,,,0.21,,,,,
,,,,,,1.02,,,,,-2.54,,,1.54,2.93,,,0.24,,,,,
,,,,,,1.07,,,,,-2.54,,,1.55,2.84,,,0.27,,,,,
,,,,,,1.07,,,,,-2.54,,,1.6,2.84,,,0.31,,,,,
,,,,,,1.09,,,,,-2.54,,,1.62,,,,0.31,,,,,
,,,,,,1.09,,,,,-2.54,,,1.64,,,,0.36,,,,,
,,,,,,1.14,,,,,-2.54,,,1.64,,,,0.39,,,,,
,,,,,,1.16,,,,,-2.54,,,1.68,,,,0.43,,,,,
,,,,,,1.16,,,,,-2.54,,,1.72,,,,0.48,,,,,
,,,,,,1.16,,,,,-2.54,,,1.73,,,,0.52,,,,,
,,,,,,1.19,,,,,-2.54,,,1.77,,,,0.55,,,,,
,,,,,,1.21,,,,,-2.56,,,1.78,,,,0.61,,,,,
,,,,,,1.23,,,,,-2.56,,,1.78,,,,0.63,,,,,
,,,,,,1.23,,,,,-2.56,,,1.8,,,,0.64,,,,,
,,,,,,1.26,,,,,-2.56,,,1.8,,,,0.68,,,,,
,,,,,,1.26,,,,,-2.56,,,1.81,,,,0.73,,,,,
,,,,,,1.28,,,,,-2.56,,,1.83,,,,0.74,,,,,
,,,,,,1.28,,,,,-2.56,,,1.85,,,,0.77,,,,,
,,,,,,1.3,,,,,-2.56,,,1.86,,,,0.83,,,,,
,,,,,,1.3,,,,,-2.56,,,1.88,,,,0.85,,,,,
,,,,,,1.33,,,,,-2.54,,,1.89,,,,0.88,,,,,
,,,,,,1.33,,,,,-2.54,,,1.91,,,,0.89,,,,,
,,,,,,1.35,,,,,-2.54,,,1.91,,,,0.92,,,,,
,,,,,,1.35,,,,,-2.54,,,1.93,,,,0.98,,,,,
,,,,,,1.37,,,,,-2.54,,,1.93,,,,1.03,,,,,
,,,,,,1.4,,,,,-2.54,,,1.94,,,,1.07,,,,,
,,,,,,1.4,,,,,-2.54,,,1.96,,,,1.09,,,,,
,,,,,,1.42,,,,,-2.53,,,1.98,,,,1.13,,,,,
,,,,,,1.42,,,,,-2.53,,,1.98,,,,1.18,,,,,
,,,,,,1.42,,,,,-2.53,,,1.98,,,,1.21,,,,,
,,,,,,1.44,,,,,-2.51,,,1.98,,,,1.25,,,,,
,,,,,,1.44,,,,,-2.5,,,2.01,,,,1.29,,,,,
,,,,,,1.47,,,,,-2.5,,,2.01,,,,1.31,,,,,
,,,,,,1.49,,,,,-2.5,,,2.01,,,,1.35,,,,,
,,,,,,1.49,,,,,-2.48,,,2.02,,,,1.35,,,,,
,,,,,,1.49,,,,,-2.48,,,2.02,,,,1.4,,,,,
,,,,,,1.51,,,,,-2.48,,,2.02,,,,1.47,,,,,
,,,,,,1.54,,,,,-2.48,,,2.02,,,,1.49,,,,,
,,,,,,1.56,,,,,-2.48,,,2.02,,,,1.53,,,,,
,,,,,,1.56,,,,,-2.48,,,2.02,,,,1.55,,,,,
,,,,,,1.58,,,,,-2.47,,,2.02,,,,1.59,,,,,
,,,,,,1.58,,,,,-2.47,,,2.02,,,,1.62,,,,,
,,,,,,1.61,,,,,-2.45,,,2.02,,,,1.67,,,,,
,,,,,,1.63,,,,,-2.44,,,2.02,,,,1.71,,,,,
,,,,,,1.65,,,,,-2.44,,,2.02,,,,1.73,,,,,
,,,,,,1.65,,,,,-2.42,,,2.02,,,,1.76,,,,,
,,,,,,1.68,,,,,-2.39,,,2.02,,,,1.77,,,,,
,,,,,,1.68,,,,,-2.37,,,2.02,,,,1.8,,,,,
,,,,,,1.7,,,,,-2.36,,,2.02,,,,1.8,,,,,
,,,,,,1.72,,,,,-2.36,,,2.01,,,,1.83,,,,,
,,,,,,1.72,,,,,-2.34,,,1.98,,,,1.85,,,,,
,,,,,,1.75,,,,,-2.34,,,1.96,,,,1.88,,,,,
,,,,,,1.75,,,,,-2.33,,,1.96,,,,1.91,,,,,
,,,,,,1.77,,,,,-2.33,,,1.94,,,,1.96,,,,,
,,,,,,1.77,,,,,-2.33,,,1.94,,,,1.98,,,,,
,,,,,,1.79,,,,,-2.31,,,1.93,,,,2.07,,,,,
,,,,,,1.79,,,,,-2.31,,,1.91,,,,2.07,,,,,
,,,,,,1.82,,,,,-2.31,,,1.89,,,,2.13,,,,,
,,,,,,1.82,,,,,-2.28,,,1.89,,,,2.13,,,,,
,,,,,,1.84,,,,,-2.28,,,1.88,,,,2.19,,,,,
,,,,,,1.84,,,,,-2.28,,,1.85,,,,2.23,,,,,
,,,,,,1.84,,,,,-2.28,,,1.85,,,,2.29,,,,,
,,,,,,1.86,,,,,-2.28,,,1.8,,,,2.32,,,,,
,,,,,,1.86,,,,,-2.27,,,1.78,,,,2.34,,,,,
,,,,,,1.89,,,,,-2.25,,,1.73,,,,2.35,,,,,
,,,,,,1.89,,,,,-2.25,,,1.68,,,,2.4,,,,,
,,,,,,1.91,,,,,-2.22,,,1.65,,,,2.41,,,,,
,,,,,,1.91,,,,,-2.21,,,1.64,,,,2.44,,,,,
,,,,,,1.91,,,,,-2.21,,,1.6,,,,2.46,,,,,
,,,,,,1.93,,,,,-2.18,,,1.57,,,,2.47,,,,,
,,,,,,1.93,,,,,-2.18,,,1.55,,,,2.52,,,,,
,,,,,,1.93,,,,,-2.16,,,1.54,,,,2.56,,,,,
,,,,,,1.96,,,,,-2.15,,,1.54,,,,2.59,,,,,
,,,,,,1.98,,,,,-2.13,,,1.51,,,,2.62,,,,,
,,,,,,1.98,,,,,-2.12,,,1.5,,,,2.66,,,,,
,,,,,,1.98,,,,,-2.12,,,1.5,,,,2.69,,,,,
,,,,,,1.98,,,,,-2.1,,,1.46,,,,2.72,,,,,
,,,,,,2,,,,,-2.09,,,1.45,,,,2.74,,,,,
,,,,,,2,,,,,-2.09,,,1.43,,,,2.74,,,,,
,,,,,,2.03,,,,,-2.07,,,1.4,,,,2.77,,,,,
,,,,,,2.05,,,,,-2.06,,,1.35,,,,2.78,,,,,
,,,,,,2.05,,,,,-2.06,,,1.31,,,,2.8,,,,,
,,,,,,2.05,,,,,-2.06,,,1.28,,,,2.81,,,,,
,,,,,,2.07,,,,,-2.06,,,1.25,,,,2.81,,,,,
,,,,,,,,,,,-2.06,,,1.21,,,,2.83,,,,,
,,,,,,,,,,,-2.06,,,1.23,,,,2.86,,,,,
,,,,,,,,,,,-2.06,,,1.01,,,,2.86,,,,,
,,,,,,,,,,,-2.06,,,1,,,,2.87,,,,,
,,,,,,,,,,,-2.04,,,1,,,,2.87,,,,,
,,,,,,,,,,,-2.04,,,0.98,,,,2.87,,,,,
,,,,,,,,,,,-2.04,,,0.88,,,,2.9,,,,,
,,,,,,,,,,,-2.04,,,0.86,,,,2.92,,,,,
,,,,,,,,,,,-2.03,,,0.76,,,,2.95,,,,,
,,,,,,,,,,,-2.01,,,0.7,,,,2.95,,,,,
,,,,,,,,,,,-2.01,,,0.68,,,,2.96,,,,,
,,,,,,,,,,,-2,,,0.66,,,,2.98,,,,,
,,,,,,,,,,,-2,,,0.6,,,,2.99,,,,,
,,,,,,,,,,,-2,,,0.58,,,,3.01,,,,,
,,,,,,,,,,,-2,,,0.48,,,,3.04,,,,,
,,,,,,,,,,,-2,,,0.47,,,,3.05,,,,,
,,,,,,,,,,,-2,,,0.35,,,,3.05,,,,,
,,,,,,,,,,,-1.98,,,0.27,,,,3.08,,,,,
,,,,,,,,,,,-1.98,,,0.25,,,,3.1,,,,,
,,,,,,,,,,,-1.98,,,0.2,,,,3.11,,,,,
,,,,,,,,,,,-1.98,,,0.18,,,,3.13,,,,,
,,,,,,,,,,,-1.97,,,0.15,,,,3.14,,,,,
,,,,,,,,,,,-1.97,,,0.13,,,,3.14,,,,,
,,,,,,,,,,,-1.95,,,0.1,,,,3.14,,,,,
,,,,,,,,,,,-1.95,,,0.08,,,,3.16,,,,,
,,,,,,,,,,,-1.95,,,0.02,,,,3.16,,,,,
,,,,,,,,,,,-1.95,,,-0.03,,,,3.16,,,,,
,,,,,,,,,,,-1.95,,,-0.05,,,,3.16,,,,,
,,,,,,,,,,,-1.94,,,-0.13,,,,3.16,,,,,
,,,,,,,,,,,-1.94,,,-0.15,,,,3.36,,,,,
,,,,,,,,,,,-1.92,,,-0.22,,,,3.51,,,,,
,,,,,,,,,,,-1.91,,,-0.3,,,,3.17,,,,,
,,,,,,,,,,,-1.91,,,-0.37,,,,2.3,,,,,
,,,,,,,,,,,-1.89,,,-0.47,,,,1.4,,,,,
,,,,,,,,,,,-1.89,,,-0.55,,,,0,,,,,
,,,,,,,,,,,-1.86,,,-0.61,,,,-0.76,,,,,
,,,,,,,,,,,-1.85,,,-0.66,,,,-1.59,,,,,
,,,,,,,,,,,-1.83,,,,,,,-2.57,,,,,
,,,,,,,,,,,-1.83,,,,,,,-3.51,,,,,
,,,,,,,,,,,-1.81,,,,,,,,,,,,
,,,,,,,,,,,-1.8,,,,,,,,,,,,
,,,,,,,,,,,-1.78,,,,,,,,,,,,
,,,,,,,,,,,-1.74,,,,,,,,,,,,
,,,,,,,,,,,-1.72,,,,,,,,,,,,
,,,,,,,,,,,-1.71,,,,,,,,,,,,
,,,,,,,,,,,-1.69,,,,,,,,,,,,
,,,,,,,,,,,-1.68,,,,,,,,,,,,
,,,,,,,,,,,-1.63,,,,,,,,,,,,
,,,,,,,,,,,-1.62,,,,,,,,,,,,
,,,,,,,,,,,-1.62,,,,,,,,,,,,
,,,,,,,,,,,-1.59,,,,,,,,,,,,
,,,,,,,,,,,-1.54,,,,,,,,,,,,
,,,,,,,,,,,-1.53,,,,,,,,,,,,
,,,,,,,,,,,-1.51,,,,,,,,,,,,
,,,,,,,,,,,-1.48,,,,,,,,,,,,
,,,,,,,,,,,-1.47,,,,,,,,,,,,
,,,,,,,,,,,-1.44,,,,,,,,,,,,
,,,,,,,,,,,-1.42,,,,,,,,,,,,
,,,,,,,,,,,-1.41,,,,,,,,,,,,
,,,,,,,,,,,-1.38,,,,,,,,,,,,
,,,,,,,,,,,-1.33,,,,,,,,,,,,
,,,,,,,,,,,-1.32,,,,,,,,,,,,
,,,,,,,,,,,-1.27,,,,,,,,,,,,
,,,,,,,,,,,-1.26,,,,,,,,,,,,
,,,,,,,,,,,-1.23,,,,,,,,,,,,
,,,,,,,,,,,-1.18,,,,,,,,,,,,
,,,,,,,,,,,-1.18,,,,,,,,,,,,
,,,,,,,,,,,-1.15,,,,,,,,,,,,
,,,,,,,,,,,-1.13,,,,,,,,,,,,
,,,,,,,,,,,-1.1,,,,,,,,,,,,
,,,,,,,,,,,-1.09,,,,,,,,,,,,
,,,,,,,,,,,-1.06,,,,,,,,,,,,
,,,,,,,,,,,-1.04,,,,,,,,,,,,
,,,,,,,,,,,-1.03,,,,,,,,,,,,
,,,,,,,,,,,-1,,,,,,,,,,,,
,,,,,,,,,,,-0.98,,,,,,,,,,,,
,,,,,,,,,,,-0.95,,,,,,,,,,,,
,,,,,,,,,,,-0.94,,,,,,,,,,,,
,,,,,,,,,,,-0.92,,,,,,,,,,,,
,,,,,,,,,,,-0.89,,,,,,,,,,,,
,,,,,,,,,,,-0.86,,,,,,,,,,,,
,,,,,,,,,,,-0.83,,,,,,,,,,,,
,,,,,,,,,,,-0.82,,,,,,,,,,,,
,,,,,,,,,,,-0.79,,,,,,,,,,,,
,,,,,,,,,,,-0.77,,,,,,,,,,,,
,,,,,,,,,,,-0.76,,,,,,,,,,,,
,,,,,,,,,,,-0.73,,,,,,,,,,,,
,,,,,,,,,,,-0.71,,,,,,,,,,,,
,,,,,,,,,,,-0.7,,,,,,,,,,,,
,,,,,,,,,,,-0.67,,,,,,,,,,,,
,,,,,,,,,,,-0.64,,,,,,,,,,,,
,,,,,,,,,,,-0.6,,,,,,,,,,,,
,,,,,,,,,,,-0.57,,,,,,,,,,,,
,,,,,,,,,,,-0.56,,,,,,,,,,,,
,,,,,,,,,,,-0.54,,,,,,,,,,,,
,,,,,,,,,,,-0.51,,,,,,,,,,,,
,,,,,,,,,,,-0.5,,,,,,,,,,,,
,,,,,,,,,,,-0.47,,,,,,,,,,,,
,,,,,,,,,,,-0.45,,,,,,,,,,,,
,,,,,,,,,,,-0.41,,,,,,,,,,,,
,,,,,,,,,,,-0.36,,,,,,,,,,,,
,,,,,,,,,,,-0.32,,,,,,,,,,,,
,,,,,,,,,,,-0.29,,,,,,,,,,,,
,,,,,,,,,,,-0.24,,,,,,,,,,,,
,,,,,,,,,,,-0.23,,,,,,,,,,,,
,,,,,,,,,,,-0.21,,,,,,,,,,,,
,,,,,,,,,,,-0.18,,,,,,,,,,,,
,,,,,,,,,,,-0.15,,,,,,,,,,,,
,,,,,,,,,,,-0.12,,,,,,,,,,,,
,,,,,,,,,,,-0.11,,,,,,,,,,,,
,,,,,,,,,,,-0.09,,,,,,,,,,,,
,,,,,,,,,,,-0.05,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,0.03,,,,,,,,,,,,
,,,,,,,,,,,0.08,,,,,,,,,,,,
,,,,,,,,,,,0.11,,,,,,,,,,,,
,,,,,,,,,,,0.12,,,,,,,,,,,,
,,,,,,,,,,,0.14,,,,,,,,,,,,
,,,,,,,,,,,0.18,,,,,,,,,,,,
,,,,,,,,,,,0.2,,,,,,,,,,,,
,,,,,,,,,,,0.24,,,,,,,,,,,,
,,,,,,,,,,,0.27,,,,,,,,,,,,
,,,,,,,,,,,0.32,,,,,,,,,,,,
,,,,,,,,,,,0.35,,,,,,,,,,,,
,,,,,,,,,,,0.35,,,,,,,,,,,,
,,,,,,,,,,,0.42,,,,,,,,,,,,
,,,,,,,,,,,0.47,,,,,,,,,,,,
,,,,,,,,,,,0.5,,,,,,,,,,,,
,,,,,,,,,,,0.51,,,,,,,,,,,,
,,,,,,,,,,,0.53,,,,,,,,,,,,
,,,,,,,,,,,0.54,,,,,,,,,,,,
,,,,,,,,,,,0.56,,,,,,,,,,,,
,,,,,,,,,,,0.57,,,,,,,,,,,,
,,,,,,,,,,,0.59,,,,,,,,,,,,
,,,,,,,,,,,0.6,,,,,,,,,,,,
,,,,,,,,,,,0.62,,,,,,,,,,,,
,,,,,,,,,,,0.65,,,,,,,,,,,,
,,,,,,,,,,,0.67,,,,,,,,,,,,
,,,,,,,,,,,0.68,,,,,,,,,,,,
,,,,,,,,,,,0.73,,,,,,,,,,,,
,,,,,,,,,,,0.76,,,,,,,,,,,,
,,,,,,,,,,,0.77,,,,,,,,,,,,
,,,,,,,,,,,0.79,,,,,,,,,,,,
,,,,,,,,,,,0.8,,,,,,,,,,,,
,,,,,,,,,,,0.82,,,,,,,,,,,,
,,,,,,,,,,,0.85,,,,,,,,,,,,
,,,,,,,,,,,0.85,,,,,,,,,,,,
,,,,,,,,,,,0.91,,,,,,,,,,,,
,,,,,,,,,,,0.94,,,,,,,,,,,,
,,,,,,,,,,,0.98,,,,,,,,,,,,
,,,,,,,,,,,1.01,,,,,,,,,,,,
,,,,,,,,,,,1.03,,,,,,,,,,,,
,,,,,,,,,,,1.06,,,,,,,,,,,,
,,,,,,,,,,,1.1,,,,,,,,,,,,
,,,,,,,,,,,1.12,,,,,,,,,,,,
,,,,,,,,,,,1.13,,,,,,,,,,,,
,,,,,,,,,,,1.16,,,,,,,,,,,,
,,,,,,,,,,,1.19,,,,,,,,,,,,
,,,,,,,,,,,1.21,,,,,,,,,,,,
,,,,,,,,,,,1.23,,,,,,,,,,,,
,,,,,,,,,,,1.24,,,,,,,,,,,,
,,,,,,,,,,,1.26,,,,,,,,,,,,
,,,,,,,,,,,1.29,,,,,,,,,,,,
,,,,,,,,,,,1.32,,,,,,,,,,,,
,,,,,,,,,,,1.33,,,,,,,,,,,,
,,,,,,,,,,,1.36,,,,,,,,,,,,
,,,,,,,,,,,1.38,,,,,,,,,,,,
,,,,,,,,,,,1.39,,,,,,,,,,,,
,,,,,,,,,,,1.42,,,,,,,,,,,,
,,,,,,,,,,,1.44,,,,,,,,,,,,
,,,,,,,,,,,1.45,,,,,,,,,,,,
,,,,,,,,,,,1.47,,,,,,,,,,,,
,,,,,,,,,,,1.48,,,,,,,,,,,,
,,,,,,,,,,,1.5,,,,,,,,,,,,
,,,,,,,,,,,1.54,,,,,,,,,,,,
,,,,,,,,,,,1.59,,,,,,,,,,,,
,,,,,,,,,,,1.63,,,,,,,,,,,,
,,,,,,,,,,,1.65,,,,,,,,,,,,
,,,,,,,,,,,1.69,,,,,,,,,,,,
,,,,,,,,,,,1.71,,,,,,,,,,,,
,,,,,,,,,,,1.71,,,,,,,,,,,,
,,,,,,,,,,,1.74,,,,,,,,,,,,
,,,,,,,,,,,1.74,,,,,,,,,,,,
,,,,,,,,,,,1.75,,,,,,,,,,,,
,,,,,,,,,,,1.78,,,,,,,,,,,,
,,,,,,,,,,,1.78,,,,,,,,,,,,
,,,,,,,,,,,1.81,,,,,,,,,,,,
,,,,,,,,,,,1.81,,,,,,,,,,,,
,,,,,,,,,,,1.85,,,,,,,,,,,,
,,,,,,,,,,,1.91,,,,,,,,,,,,
,,,,,,,,,,,1.91,,,,,,,,,,,,
,,,,,,,,,,,1.94,,,,,,,,,,,,
,,,,,,,,,,,1.95,,,,,,,,,,,,
,,,,,,,,,,,1.95,,,,,,,,,,,,
,,,,,,,,,,,1.97,,,,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,,,,
,,,,,,,,,,,2.01,,,,,,,,,,,,
,,,,,,,,,,,2.01,,,,,,,,,,,,
,,,,,,,,,,,2.04,,,,,,,,,,,,
,,,,,,,,,,,2.04,,,,,,,,,,,,
,,,,,,,,,,,2.06,,,,,,,,,,,,
,,,,,,,,,,,2.06,,,,,,,,,,,,
,,,,,,,,,,,2.07,,,,,,,,,,,,
,,,,,,,,,,,2.07,,,,,,,,,,,,
,,,,,,,,,,,2.09,,,,,,,,,,,,
,,,,,,,,,,,2.1,,,,,,,,,,,,
,,,,,,,,,,,2.1,,,,,,,,,,,,
,,,,,,,,,,,2.1,,,,,,,,,,,,
,,,,,,,,,,,2.1,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.13,,,,,,,,,,,,
,,,,,,,,,,,2.13,,,,,,,,,,,,
,,,,,,,,,,,2.13,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.16,,,,,,,,,,,,
,,,,,,,,,,,2.16,,,,,,,,,,,,
,,,,,,,,,,,2.16,,,,,,,,,,,,
,,,,,,,,,,,2.16,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.18,,,,,,,,,,,,
,,,,,,,,,,,2.21,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.25,,,,,,,,,,,,
,,,,,,,,,,,2.25,,,,,,,,,,,,
,,,,,,,,,,,2.25,,,,,,,,,,,,
,,,,,,,,,,,2.25,,,,,,,,,,,,
,,,,,,,,,,,2.31,,,,,,,,,,,,
,,,,,,,,,,,2.34,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.56,,,,,,,,,,,,
,,,,,,,,,,,2.56,,,,,,,,,,,,
,,,,,,,,,,,2.56,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.5,,,,,,,,,,,,
,,,,,,,,,,,2.5,,,,,,,,,,,,
,,,,,,,,,,,2.5,,,,,,,,,,,,
,,,,,,,,,,,2.5,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.45,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.4,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.37,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.34,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.31,,,,,,,,,,,,
,,,,,,,,,,,2.31,,,,,,,,,,,,
,,,,,,,,,,,2.3,,,,,,,,,,,,
,,,,,,,,,,,2.28,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.25,,,,,,,,,,,,
,,,,,,,,,,,2.25,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.22,,,,,,,,,,,,
,,,,,,,,,,,2.22,,,,,,,,,,,,
,,,,,,,,,,,2.21,,,,,,,,,,,,
,,,,,,,,,,,2.19,,,,,,,,,,,,
,,,,,,,,,,,2.16,,,,,,,,,,,,
,,,,,,,,,,,2.16,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.13,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.1,,,,,,,,,,,,
,,,,,,,,,,,2.09,,,,,,,,,,,,
,,,,,,,,,,,2.09,,,,,,,,,,,,
,,,,,,,,,,,2.07,,,,,,,,,,,,
