Simon #3 cutout,Simon #6 cutout,Simon #14 cutout,Simon #16 cutout,Simon #18 cutout,Simon #19 cutout,Simon #20 cutout,Simon #22 cutout,Simon #32 cutout,Simon #33 cutout,Simon #34 cutout,Simon #38 cutout,Simon #41 cutout,Simon #43 cutout,Simon #57 cutout,Simon #58 cutout,Simon #70 cutout,Simon #73 cutout,Simon #82 cutout,Simon #83 cutout,Simon #104 cutout,Simon #106 cutout,Simon #109 cutout,Simon #112 cutout
,,,,,,-2.56,,,,,-2.1,,,1.53,0.59,,,-3.75,,,,0.64,
,,,,,,-2.56,,,,,-2.09,,,1.53,0.47,,,-3.75,,,,0.62,
,,,,,,-2.56,,,,,-2.07,,,1.53,0.35,,,-3.75,,,,0.6,
,,,,,,-2.54,,,,,-2.07,,,1.53,0.23,,,-3.75,,,,0.57,
,,,,,,-2.54,,,,,-2.04,,,1.53,0.09,,,-3.75,,,,0.55,
,,,,,,-2.54,,,,,-1.98,,,1.53,0.06,,,-3.75,,,,0.53,
,,,,,,-2.54,,,,,-1.94,,,1.5,0.06,,,-3.75,,,,0.5,
,,,,,,-2.54,,,,,-1.92,,,1.48,0.03,,,-3.75,,,,0.5,
,,,,,,-2.54,,,,,-1.88,,,1.45,-0.06,,,-3.75,,,,0.48,
,,,,,,-2.52,,,,,-1.86,,,1.45,-0.09,,,-3.75,,,,0.46,
,,,,,,-2.52,,,,,-1.83,,,1.43,-0.26,,,-3.75,,,,0.46,
,,,,,,-2.52,,,,,-1.8,,,1.41,-0.29,,,-3.75,,,,0.44,
,,,,,,-2.52,,,,,-1.76,,,1.41,-0.5,,,-3.75,,,,0.41,
,,,,,,-2.49,,,,,-1.74,,,1.4,-0.53,,,-3.75,,,,0.39,
,,,,,,-2.49,,,,,-1.73,,,1.4,-0.64,,,-3.74,,,,0.16,
,,,,,,-2.47,,,,,-1.7,,,1.38,-0.76,,,-3.74,,,,-0.48,
,,,,,,-2.47,,,,,-1.65,,,1.38,-0.94,,,-3.74,,,,-1.65,
,,,,,,-2.47,,,,,-1.63,,,1.36,-1.03,,,-3.74,,,,-2.02,
,,,,,,-2.45,,,,,-1.62,,,1.36,-1.08,,,-3.74,,,,-2.64,
,,,,,,-2.45,,,,,-1.59,,,1.35,-1.14,,,-3.72,,,,-2.89,
,,,,,,-2.45,,,,,-1.57,,,1.35,-1.23,,,-3.72,,,,-2.94,
,,,,,,-2.42,,,,,-1.54,,,1.33,-1.23,,,-3.71,,,,-2.89,
,,,,,,-2.4,,,,,-1.51,,,1.31,-1.32,,,-3.69,,,,,
,,,,,,-2.38,,,,,-1.48,,,1.3,-1.38,,,-3.68,,,,,
,,,,,,-2.38,,,,,-1.44,,,1.28,-1.47,,,-3.66,,,,,
,,,,,,-2.35,,,,,-1.39,,,1.26,-1.61,,,-3.65,,,,,
,,,,,,-2.35,,,,,-1.38,,,1.25,-1.67,,,-3.63,,,,,
,,,,,,-2.33,,,,,-1.36,,,1.25,-1.7,,,-3.63,,,,,
,,,,,,-2.31,,,,,-1.29,,,1.22,-1.79,,,-3.63,,,,,
,,,,,,-2.31,,,,,-1.27,,,1.22,-1.88,,,-3.63,,,,,
,,,,,,-2.31,,,,,-1.24,,,1.2,-1.96,,,-3.63,,,,,
,,,,,,-2.28,,,,,-1.23,,,1.18,-2.05,,,-3.62,,,,,
,,,,,,-2.28,,,,,-1.17,,,1.15,-2.14,,,-3.62,,,,,
,,,,,,-2.26,,,,,-1.12,,,1.13,-2.17,,,-3.62,,,,,
,,,,,,-2.24,,,,,-1.1,,,1.09,-2.26,,,-3.62,,,,,
,,,,,,-2.24,,,,,-1.09,,,1.07,,,,-3.6,,,,,
,,,,,,-2.21,,,,,-1.01,,,1.04,,,,-3.6,,,,,
,,,,,,-2.19,,,,,-1,,,1.02,,,,-3.59,,,,,
,,,,,,-2.19,,,,,-0.98,,,0.94,,,,-3.57,,,,,
,,,,,,-2.17,,,,,-0.97,,,0.88,,,,-3.57,,,,,
,,,,,,-2.14,,,,,-0.89,,,0.88,,,,-3.57,,,,,
,,,,,,-2.14,,,,,-0.85,,,0.81,,,,-3.56,,,,,
,,,,,,-2.12,,,,,-0.85,,,0.79,,,,-3.54,,,,,
,,,,,,-2.12,,,,,-0.82,,,0.78,,,,-3.53,,,,,
,,,,,,-2.1,,,,,-0.77,,,0.73,,,,-3.53,,,,,
,,,,,,-2.1,,,,,-0.76,,,0.7,,,,-3.53,,,,,
,,,,,,-2.07,,,,,-0.71,,,0.68,,,,-3.52,,,,,
,,,,,,-2.07,,,,,-0.68,,,0.66,,,,-3.5,,,,,
,,,,,,-2.05,,,,,-0.67,,,0.6,,,,-3.49,,,,,
,,,,,,-2.05,,,,,-0.64,,,0.49,,,,-3.47,,,,,
,,,,,,-2.03,,,,,-0.62,,,0.49,,,,-3.47,,,,,
,,,,,,-2.03,,,,,-0.59,,,0.42,,,,-3.46,,,,,
,,,,,,-2,,,,,-0.53,,,0.42,,,,-3.46,,,,,
,,,,,,-2,,,,,-0.45,,,0.37,,,,-3.46,,,,,
,,,,,,-1.98,,,,,-0.42,,,0.37,,,,-3.43,,,,,
,,,,,,-1.96,,,,,-0.39,,,0.34,,,,-3.41,,,,,
,,,,,,-1.96,,,,,-0.36,,,0.31,,,,-3.38,,,,,
,,,,,,-1.93,,,,,-0.3,,,0.26,,,,-3.38,,,,,
,,,,,,-1.93,,,,,-0.29,,,0.16,,,,-3.35,,,,,
,,,,,,-1.91,,,,,-0.27,,,0.11,,,,-3.32,,,,,
,,,,,,-1.89,,,,,-0.23,,,0.1,,,,-3.29,,,,,
,,,,,,-1.89,,,,,-0.2,,,0.06,,,,-3.26,,,,,
,,,,,,-1.86,,,,,-0.14,,,-0.03,,,,-3.22,,,,,
,,,,,,-1.86,,,,,-0.09,,,-0.06,,,,-3.22,,,,,
,,,,,,-1.86,,,,,-0.08,,,-0.1,,,,-3.19,,,,,
,,,,,,-1.84,,,,,-0.06,,,-0.15,,,,-3.17,,,,,
,,,,,,-1.82,,,,,-0.03,,,-0.16,,,,-3.16,,,,,
,,,,,,-1.79,,,,,-0.02,,,-0.23,,,,-3.11,,,,,
,,,,,,-1.77,,,,,0,,,-0.24,,,,-3.11,,,,,
,,,,,,-1.77,,,,,0.02,,,-0.29,,,,-3.08,,,,,
,,,,,,-1.75,,,,,0.03,,,-0.32,,,,-3.08,,,,,
,,,,,,-1.72,,,,,0.05,,,-0.44,,,,-3.07,,,,,
,,,,,,-1.7,,,,,0.06,,,-0.57,,,,-3.05,,,,,
,,,,,,-1.7,,,,,0.09,,,-0.63,,,,-3.02,,,,,
,,,,,,-1.68,,,,,0.09,,,-0.73,,,,-2.99,,,,,
,,,,,,-1.68,,,,,0.11,,,-0.76,,,,-2.99,,,,,
,,,,,,-1.65,,,,,0.14,,,-0.78,,,,-2.96,,,,,
,,,,,,-1.65,,,,,0.17,,,-0.79,,,,-2.96,,,,,
,,,,,,-1.63,,,,,0.18,,,-0.81,,,,-2.92,,,,,
,,,,,,-1.63,,,,,0.2,,,-0.83,,,,-2.9,,,,,
,,,,,,-1.63,,,,,0.21,,,-0.86,,,,-2.87,,,,,
,,,,,,-1.61,,,,,0.23,,,-0.92,,,,-2.86,,,,,
,,,,,,-1.58,,,,,0.24,,,-0.92,,,,-2.84,,,,,
,,,,,,-1.56,,,,,0.24,,,-0.97,,,,-2.83,,,,,
,,,,,,-1.56,,,,,0.26,,,-0.97,,,,-2.79,,,,,
,,,,,,-1.54,,,,,0.27,,,-0.99,,,,-2.76,,,,,
,,,,,,-1.54,,,,,0.3,,,-1.02,,,,-2.73,,,,,
,,,,,,-1.51,,,,,0.33,,,-1.04,,,,-2.71,,,,,
,,,,,,-1.49,,,,,0.35,,,-1.07,,,,-2.71,,,,,
,,,,,,-1.47,,,,,0.36,,,-1.09,,,,-2.7,,,,,
,,,,,,-1.47,,,,,0.38,,,-1.12,,,,-2.67,,,,,
,,,,,,-1.44,,,,,0.41,,,-1.15,,,,-2.65,,,,,
,,,,,,-1.42,,,,,0.44,,,-1.17,,,,-2.61,,,,,
,,,,,,-1.42,,,,,0.47,,,-1.22,,,,-2.58,,,,,
,,,,,,-1.4,,,,,0.47,,,-1.23,,,,-2.58,,,,,
,,,,,,-1.4,,,,,0.5,,,-1.31,,,,-2.56,,,,,
,,,,,,-1.37,,,,,0.51,,,-1.36,,,,-2.53,,,,,
,,,,,,-1.35,,,,,0.54,,,-1.43,,,,-2.53,,,,,
,,,,,,-1.33,,,,,0.56,,,-1.44,,,,-2.5,,,,,
,,,,,,-1.3,,,,,0.59,,,-1.47,,,,-2.5,,,,,
,,,,,,-1.28,,,,,0.61,,,-1.52,,,,-2.47,,,,,
,,,,,,-1.26,,,,,0.62,,,-1.52,,,,-2.44,,,,,
,,,,,,-1.23,,,,,0.68,,,-1.54,,,,-2.41,,,,,
,,,,,,-1.21,,,,,0.73,,,-1.56,,,,-2.41,,,,,
,,,,,,-1.21,,,,,0.76,,,-1.57,,,,-2.38,,,,,
,,,,,,-1.19,,,,,0.8,,,-1.6,,,,-2.35,,,,,
,,,,,,-1.16,,,,,0.82,,,-1.61,,,,-2.32,,,,,
,,,,,,-1.14,,,,,0.85,,,-1.63,,,,-2.31,,,,,
,,,,,,-1.14,,,,,0.89,,,-1.63,,,,-2.31,,,,,
,,,,,,-1.12,,,,,0.91,,,-1.65,,,,-2.29,,,,,
,,,,,,-1.09,,,,,0.95,,,-1.66,,,,-2.28,,,,,
,,,,,,-1.07,,,,,1.03,,,-1.7,,,,-2.26,,,,,
,,,,,,-1.05,,,,,1.06,,,-1.73,,,,-2.23,,,,,
,,,,,,-1.02,,,,,1.07,,,-1.75,,,,-2.23,,,,,
,,,,,,-1,,,,,1.12,,,-1.76,,,,-2.22,,,,,
,,,,,,,,,,,1.15,,,-1.78,,,,-2.19,,,,,
,,,,,,,,,,,1.17,,,-1.78,,,,-2.16,,,,,
,,,,,,,,,,,1.18,,,-1.81,,,,-2.14,,,,,
,,,,,,,,,,,1.2,,,-1.81,,,,-2.13,,,,,
,,,,,,,,,,,1.23,,,-1.83,,,,-2.1,,,,,
,,,,,,,,,,,1.24,,,-1.83,,,,-2.09,,,,,
,,,,,,,,,,,1.29,,,-1.85,,,,-2.06,,,,,
,,,,,,,,,,,1.3,,,-1.85,,,,-2.03,,,,,
,,,,,,,,,,,1.35,,,-1.86,,,,-1.98,,,,,
,,,,,,,,,,,1.36,,,-1.86,,,,-1.94,,,,,
,,,,,,,,,,,1.38,,,-1.86,,,,-1.94,,,,,
,,,,,,,,,,,1.39,,,-1.86,,,,-1.91,,,,,
,,,,,,,,,,,1.42,,,-1.86,,,,-1.88,,,,,
,,,,,,,,,,,1.47,,,-1.86,,,,-1.85,,,,,
,,,,,,,,,,,1.48,,,-1.88,,,,-1.82,,,,,
,,,,,,,,,,,1.53,,,-1.88,,,,-1.79,,,,,
,,,,,,,,,,,1.56,,,-1.9,,,,-1.77,,,,,
,,,,,,,,,,,1.56,,,-1.91,,,,-1.73,,,,,
,,,,,,,,,,,1.6,,,-1.91,,,,-1.68,,,,,
,,,,,,,,,,,1.63,,,-1.91,,,,-1.67,,,,,
,,,,,,,,,,,1.68,,,-1.91,,,,-1.64,,,,,
,,,,,,,,,,,1.71,,,-1.93,,,,-1.62,,,,,
,,,,,,,,,,,1.74,,,-1.93,,,,-1.61,,,,,
,,,,,,,,,,,1.79,,,-1.93,,,,-1.58,,,,,
,,,,,,,,,,,1.83,,,-1.93,,,,-1.56,,,,,
,,,,,,,,,,,1.85,,,-1.95,,,,-1.52,,,,,
,,,,,,,,,,,1.89,,,-1.95,,,,-1.47,,,,,
,,,,,,,,,,,1.92,,,-1.95,,,,-1.46,,,,,
,,,,,,,,,,,1.95,,,-1.95,,,,-1.44,,,,,
,,,,,,,,,,,1.98,,,-1.95,,,,-1.02,,,,,
,,,,,,,,,,,2,,,-1.95,,,,0.15,,,,,
,,,,,,,,,,,2.04,,,-1.95,,,,1.02,,,,,
,,,,,,,,,,,2.1,,,-1.95,,,,1.78,,,,,
,,,,,,,,,,,2.13,,,-1.93,,,,2.42,,,,,
,,,,,,,,,,,2.15,,,-1.93,,,,2.34,,,,,
,,,,,,,,,,,2.21,,,-1.91,,,,2.61,,,,,
,,,,,,,,,,,2.23,,,-1.93,,,,2.8,,,,,
,,,,,,,,,,,2.24,,,,,,,2.95,,,,,
,,,,,,,,,,,2.27,,,,,,,2.84,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.29,,,,,,,,,,,,
,,,,,,,,,,,2.3,,,,,,,,,,,,
,,,,,,,,,,,2.32,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.35,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.38,,,,,,,,,,,,
,,,,,,,,,,,2.41,,,,,,,,,,,,
,,,,,,,,,,,2.42,,,,,,,,,,,,
,,,,,,,,,,,2.44,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.48,,,,,,,,,,,,
,,,,,,,,,,,2.5,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.53,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.56,,,,,,,,,,,,
,,,,,,,,,,,2.56,,,,,,,,,,,,
,,,,,,,,,,,2.57,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.66,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.65,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.63,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.62,,,,,,,,,,,,
,,,,,,,,,,,2.6,,,,,,,,,,,,
,,,,,,,,,,,2.6,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.59,,,,,,,,,,,,
,,,,,,,,,,,2.56,,,,,,,,,,,,
,,,,,,,,,,,2.54,,,,,,,,,,,,
,,,,,,,,,,,2.51,,,,,,,,,,,,
,,,,,,,,,,,2.5,,,,,,,,,,,,
,,,,,,,,,,,2.47,,,,,,,,,,,,
,,,,,,,,,,,2.44,,,,,,,,,,,,
,,,,,,,,,,,2.41,,,,,,,,,,,,
,,,,,,,,,,,2.41,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.39,,,,,,,,,,,,
,,,,,,,,,,,2.36,,,,,,,,,,,,
,,,,,,,,,,,2.35,,,,,,,,,,,,
,,,,,,,,,,,2.35,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.33,,,,,,,,,,,,
,,,,,,,,,,,2.3,,,,,,,,,,,,
,,,,,,,,,,,2.3,,,,,,,,,,,,
,,,,,,,,,,,2.29,,,,,,,,,,,,
,,,,,,,,,,,2.27,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.24,,,,,,,,,,,,
,,,,,,,,,,,2.23,,,,,,,,,,,,
,,,,,,,,,,,2.19,,,,,,,,,,,,
,,,,,,,,,,,2.16,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.15,,,,,,,,,,,,
,,,,,,,,,,,2.13,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.12,,,,,,,,,,,,
,,,,,,,,,,,2.09,,,,,,,,,,,,
,,,,,,,,,,,2.09,,,,,,,,,,,,
,,,,,,,,,,,2.07,,,,,,,,,,,,
,,,,,,,,,,,2.06,,,,,,,,,,,,
,,,,,,,,,,,2.06,,,,,,,,,,,,
,,,,,,,,,,,2.03,,,,,,,,,,,,
,,,,,,,,,,,2.01,,,,,,,,,,,,
,,,,,,,,,,,1.98,,,,,,,,,,,,
,,,,,,,,,,,1.94,,,,,,,,,,,,
,,,,,,,,,,,1.92,,,,,,,,,,,,
,,,,,,,,,,,1.88,,,,,,,,,,,,
,,,,,,,,,,,1.86,,,,,,,,,,,,
,,,,,,,,,,,1.85,,,,,,,,,,,,
,,,,,,,,,,,1.83,,,,,,,,,,,,
,,,,,,,,,,,1.82,,,,,,,,,,,,
,,,,,,,,,,,1.82,,,,,,,,,,,,
,,,,,,,,,,,1.79,,,,,,,,,,,,
,,,,,,,,,,,1.77,,,,,,,,,,,,
,,,,,,,,,,,1.76,,,,,,,,,,,,
,,,,,,,,,,,1.74,,,,,,,,,,,,
,,,,,,,,,,,1.71,,,,,,,,,,,,
,,,,,,,,,,,1.65,,,,,,,,,,,,
,,,,,,,,,,,1.63,,,,,,,,,,,,
,,,,,,,,,,,1.63,,,,,,,,,,,,
,,,,,,,,,,,1.62,,,,,,,,,,,,
,,,,,,,,,,,1.6,,,,,,,,,,,,
,,,,,,,,,,,1.57,,,,,,,,,,,,
,,,,,,,,,,,1.57,,,,,,,,,,,,
,,,,,,,,,,,1.56,,,,,,,,,,,,
,,,,,,,,,,,1.54,,,,,,,,,,,,
,,,,,,,,,,,1.53,,,,,,,,,,,,
,,,,,,,,,,,1.53,,,,,,,,,,,,
,,,,,,,,,,,1.51,,,,,,,,,,,,
,,,,,,,,,,,1.5,,,,,,,,,,,,
,,,,,,,,,,,1.48,,,,,,,,,,,,
,,,,,,,,,,,1.47,,,,,,,,,,,,
,,,,,,,,,,,1.45,,,,,,,,,,,,
,,,,,,,,,,,1.44,,,,,,,,,,,,
,,,,,,,,,,,1.44,,,,,,,,,,,,
,,,,,,,,,,,1.42,,,,,,,,,,,,
,,,,,,,,,,,1.41,,,,,,,,,,,,
,,,,,,,,,,,1.38,,,,,,,,,,,,
,,,,,,,,,,,1.38,,,,,,,,,,,,
,,,,,,,,,,,1.32,,,,,,,,,,,,
,,,,,,,,,,,1.3,,,,,,,,,,,,
,,,,,,,,,,,1.29,,,,,,,,,,,,
,,,,,,,,,,,1.27,,,,,,,,,,,,
,,,,,,,,,,,1.24,,,,,,,,,,,,
,,,,,,,,,,,1.21,,,,,,,,,,,,
,,,,,,,,,,,1.18,,,,,,,,,,,,
,,,,,,,,,,,1.17,,,,,,,,,,,,
,,,,,,,,,,,1.15,,,,,,,,,,,,
,,,,,,,,,,,1.12,,,,,,,,,,,,
,,,,,,,,,,,1.09,,,,,,,,,,,,
,,,,,,,,,,,1.09,,,,,,,,,,,,
,,,,,,,,,,,1.07,,,,,,,,,,,,
,,,,,,,,,,,1.06,,,,,,,,,,,,
,,,,,,,,,,,1.06,,,,,,,,,,,,
,,,,,,,,,,,1.03,,,,,,,,,,,,
,,,,,,,,,,,1.03,,,,,,,,,,,,
,,,,,,,,,,,1,,,,,,,,,,,,
,,,,,,,,,,,0.98,,,,,,,,,,,,
,,,,,,,,,,,0.97,,,,,,,,,,,,
,,,,,,,,,,,0.94,,,,,,,,,,,,
,,,,,,,,,,,0.94,,,,,,,,,,,,
,,,,,,,,,,,0.94,,,,,,,,,,,,
,,,,,,,,,,,0.92,,,,,,,,,,,,
,,,,,,,,,,,0.92,,,,,,,,,,,,
,,,,,,,,,,,0.92,,,,,,,,,,,,
,,,,,,,,,,,0.92,,,,,,,,,,,,
,,,,,,,,,,,0.91,,,,,,,,,,,,
,,,,,,,,,,,0.91,,,,,,,,,,,,
,,,,,,,,,,,0.91,,,,,,,,,,,,
,,,,,,,,,,,0.88,,,,,,,,,,,,
,,,,,,,,,,,0.86,,,,,,,,,,,,
,,,,,,,,,,,0.85,,,,,,,,,,,,
,,,,,,,,,,,0.83,,,,,,,,,,,,
,,,,,,,,,,,0.82,,,,,,,,,,,,
,,,,,,,,,,,0.79,,,,,,,,,,,,
,,,,,,,,,,,0.76,,,,,,,,,,,,
,,,,,,,,,,,0.73,,,,,,,,,,,,
,,,,,,,,,,,0.7,,,,,,,,,,,,
,,,,,,,,,,,0.67,,,,,,,,,,,,
,,,,,,,,,,,0.65,,,,,,,,,,,,
,,,,,,,,,,,0.64,,,,,,,,,,,,
,,,,,,,,,,,0.61,,,,,,,,,,,,
,,,,,,,,,,,0.58,,,,,,,,,,,,
,,,,,,,,,,,0.56,,,,,,,,,,,,
,,,,,,,,,,,0.54,,,,,,,,,,,,
,,,,,,,,,,,0.5,,,,,,,,,,,,
,,,,,,,,,,,0.48,,,,,,,,,,,,
,,,,,,,,,,,0.45,,,,,,,,,,,,
,,,,,,,,,,,0.44,,,,,,,,,,,,
,,,,,,,,,,,0.42,,,,,,,,,,,,
,,,,,,,,,,,0.39,,,,,,,,,,,,
,,,,,,,,,,,0.38,,,,,,,,,,,,
,,,,,,,,,,,0.36,,,,,,,,,,,,
,,,,,,,,,,,0.35,,,,,,,,,,,,
,,,,,,,,,,,0.33,,,,,,,,,,,,
,,,,,,,,,,,0.32,,,,,,,,,,,,
,,,,,,,,,,,0.29,,,,,,,,,,,,
,,,,,,,,,,,0.26,,,,,,,,,,,,
,,,,,,,,,,,0.24,,,,,,,,,,,,
,,,,,,,,,,,0.21,,,,,,,,,,,,
,,,,,,,,,,,0.2,,,,,,,,,,,,
,,,,,,,,,,,0.17,,,,,,,,,,,,
,,,,,,,,,,,0.12,,,,,,,,,,,,
,,,,,,,,,,,0.08,,,,,,,,,,,,
,,,,,,,,,,,0.06,,,,,,,,,,,,
,,,,,,,,,,,0.05,,,,,,,,,,,,
,,,,,,,,,,,0.03,,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,,
,,,,,,,,,,,-0.03,,,,,,,,,,,,
,,,,,,,,,,,-0.05,,,,,,,,,,,,
,,,,,,,,,,,-0.08,,,,,,,,,,,,
,,,,,,,,,,,-0.09,,,,,,,,,,,,
,,,,,,,,,,,-0.11,,,,,,,,,,,,
,,,,,,,,,,,-0.14,,,,,,,,,,,,
,,,,,,,,,,,-0.15,,,,,,,,,,,,
,,,,,,,,,,,-0.15,,,,,,,,,,,,
,,,,,,,,,,,-0.18,,,,,,,,,,,,
,,,,,,,,,,,-0.23,,,,,,,,,,,,
,,,,,,,,,,,-0.24,,,,,,,,,,,,
,,,,,,,,,,,-0.29,,,,,,,,,,,,
,,,,,,,,,,,-0.29,,,,,,,,,,,,
,,,,,,,,,,,-0.3,,,,,,,,,,,,
,,,,,,,,,,,-0.35,,,,,,,,,,,,
,,,,,,,,,,,-0.36,,,,,,,,,,,,
,,,,,,,,,,,-0.36,,,,,,,,,,,,
,,,,,,,,,,,-0.38,,,,,,,,,,,,
,,,,,,,,,,,-0.41,,,,,,,,,,,,
,,,,,,,,,,,-0.41,,,,,,,,,,,,
,,,,,,,,,,,-0.42,,,,,,,,,,,,
,,,,,,,,,,,-0.44,,,,,,,,,,,,
,,,,,,,,,,,-0.45,,,,,,,,,,,,
,,,,,,,,,,,-0.48,,,,,,,,,,,,
,,,,,,,,,,,-0.48,,,,,,,,,,,,
,,,,,,,,,,,-0.53,,,,,,,,,,,,
,,,,,,,,,,,-0.56,,,,,,,,,,,,
,,,,,,,,,,,-0.58,,,,,,,,,,,,
,,,,,,,,,,,-0.59,,,,,,,,,,,,
,,,,,,,,,,,-0.61,,,,,,,,,,,,
,,,,,,,,,,,-0.62,,,,,,,,,,,,
,,,,,,,,,,,-0.62,,,,,,,,,,,,
,,,,,,,,,,,-0.64,,,,,,,,,,,,
,,,,,,,,,,,-0.67,,,,,,,,,,,,
,,,,,,,,,,,-0.68,,,,,,,,,,,,
,,,,,,,,,,,-0.76,,,,,,,,,,,,
,,,,,,,,,,,-0.79,,,,,,,,,,,,
,,,,,,,,,,,-0.79,,,,,,,,,,,,
,,,,,,,,,,,-0.82,,,,,,,,,,,,
,,,,,,,,,,,-0.83,,,,,,,,,,,,
,,,,,,,,,,,-0.85,,,,,,,,,,,,
,,,,,,,,,,,-0.86,,,,,,,,,,,,
,,,,,,,,,,,-0.86,,,,,,,,,,,,
